## location: Kiefersfelden
## highway: A93
## id: 9191
date,pkw,lkw,mot,various,total
2012-03-07,27753,10430,137,23082,61402
2012-03-08,25990,9777,105,22089,57961
2012-03-09,36519,8553,143,20851,66066
2012-03-10,57582,6297,165,18234,82278
2012-03-11,42072,1863,104,8846,52885
2012-03-12,23699,8402,101,18556,50758
2012-03-13,22880,10218,137,21997,55232
2012-03-14,27150,10664,120,23852,61786
2012-03-15,27497,9931,188,23392,61008
2012-03-16,37098,8747,147,22552,68544
2012-03-17,49821,6062,179,19773,75835
2012-03-18,42112,1771,144,9316,53343
2012-03-19,24359,8774,119,19459,52711
2012-03-20,21617,9890,105,21525,53137
2012-03-21,24550,10528,135,23625,58838
2012-03-22,26221,9827,152,22654,58854
2012-03-23,33529,8704,158,21702,64093
2012-03-24,48324,6003,194,17301,71822
2012-03-25,35894,1786,151,8311,46142
2012-03-26,24177,8711,123,20028,53039
2012-03-27,22629,10055,142,22647,55473
2012-03-28,24858,10465,177,24060,59560
2012-03-29,26725,9867,155,22656,59403
2012-03-30,35834,8762,199,21422,66217
2012-03-31,47588,6426,216,20729,74959
2012-04-01,36339,1950,139,9448,47876
2012-04-02,24578,8894,142,20875,54489
2012-04-03,22863,10227,124,23113,56327
2012-04-04,27176,10560,135,24747,62618
2012-04-05,38540,9571,191,24803,73105
2012-04-06,43673,3375,225,12018,59291
2012-04-07,38394,4636,134,13700,56864
2012-04-08,26769,1037,90,6171,34067
2012-04-09,42890,1697,198,8841,53626
2012-04-10,32386,8572,188,21296,62442
2012-04-11,24761,9747,120,22545,57173
2012-04-12,25150,10248,131,23371,58900
2012-04-13,30994,9057,157,22038,62246
2012-04-14,33328,6451,166,16647,56592
2012-04-15,26476,1665,108,6443,34692
2012-04-16,20800,8515,108,18914,48337
2012-04-17,20371,10238,116,21739,52464
2012-04-18,20730,10265,135,22536,53666
2012-04-19,21650,9725,127,21729,53231
2012-04-20,27214,8657,195,19750,55816
2012-04-21,25803,5686,163,14479,46131
2012-04-22,24648,1585,119,5972,32324
2012-04-23,20347,8738,130,19359,48574
2012-04-24,18924,9487,119,20787,49317
2012-04-25,19991,9717,147,21926,51781
2012-04-26,21977,9400,193,21844,53414
2012-04-27,33852,8945,314,22328,65439
2012-04-28,33679,5993,365,16626,56663
2012-04-29,27131,1590,259,7490,36470
2012-04-30,23558,7208,325,16907,47998
2012-05-01,29435,2237,365,8853,40890
2012-05-02,22229,9606,166,21425,53426
2012-05-03,21613,10139,162,22621,54535
2012-05-04,26752,8742,228,21246,56968
2012-05-05,27809,6082,245,15989,50125
2012-05-06,27404,1588,226,6296,35514
2012-05-07,22014,8432,175,18763,49384
2012-05-08,20680,10428,183,22679,53970
2012-05-09,20443,10297,118,22875,53733
2012-05-10,22562,9703,188,22016,54469
2012-05-11,26691,8510,281,20398,55880
2012-05-12,27067,5671,235,14495,47468
2012-05-13,27160,1666,225,7127,36178
2012-05-14,21583,8812,176,20428,50999
2012-05-15,20198,10275,161,22674,53308
2012-05-16,32347,10935,399,25065,68746
2012-05-17,30171,2389,476,9845,42881
2012-05-18,25776,9454,263,22576,58069
2012-05-19,29439,5024,400,13967,48830
2012-05-20,39836,1860,638,10121,52455
2012-05-21,23662,8499,208,20103,52472
2012-05-22,20166,10047,188,22053,52454
2012-05-23,20685,10475,185,23685,55030
2012-05-24,24416,10166,269,23955,58806
2012-05-25,36062,8809,380,24509,69760
2012-05-26,38014,5960,429,18822,63225
2012-05-27,32372,1411,443,8223,42449
2012-05-28,32811,1805,477,8623,43716
2012-05-29,27075,10565,251,24501,62392
2012-05-30,23518,9915,184,22610,56227
2012-05-31,25542,9951,166,23382,59041
2012-06-01,33151,8746,303,21922,64122
2012-06-02,39200,5469,413,17929,63011
2012-06-03,34896,1816,370,9131,46213
2012-06-04,25170,9103,239,21366,55878
2012-06-05,23359,10146,197,22608,56310
2012-06-06,32962,10909,347,26172,70390
2012-06-07,35169,2408,535,10609,48721
2012-06-08,33426,9786,388,24219,67819
2012-06-09,40667,5419,670,17248,64004
2012-06-10,44149,1956,881,10130,57116
2012-06-11,25141,8861,267,20129,54398
2012-06-12,20510,10269,221,22359,53359
2012-06-13,22011,10561,200,22790,55562
2012-06-14,25345,10125,281,22431,58182
2012-06-15,32312,8633,391,20430,61766
2012-06-16,34851,5442,536,15328,56157
2012-06-17,35552,1648,451,8062,45713
2012-06-18,22847,8235,287,19682,51051
2012-06-19,20970,9709,199,21036,51914
2012-06-20,22649,10359,272,22645,55925
2012-06-21,25448,9902,274,22555,58179
2012-06-22,32384,8498,420,21138,62440
2012-06-23,38131,5533,478,16018,60160
2012-06-24,38243,1808,579,8493,49123
2012-06-25,24896,8614,302,20019,53831
2012-06-26,22080,10107,230,22381,54798
2012-06-27,24253,10389,300,22854,57796
2012-06-28,25806,9750,369,22286,58211
2012-06-29,34702,8452,393,20975,64522
2012-06-30,40982,5293,527,16919,63721
2012-07-01,39094,1795,499,9123,50511
2012-07-02,27275,8624,287,20446,56632
2012-07-03,23574,10175,279,22791,56819
2012-07-04,25083,10382,273,23130,58868
2012-07-05,28369,10056,282,23299,62006
2012-07-06,36895,8650,408,21997,67950
2012-07-07,42979,4137,461,14991,62568
2012-07-08,41421,1923,541,10483,54368
2012-07-09,27708,9369,267,22561,59905
2012-07-10,24224,9935,204,22801,57164
2012-07-11,25398,10225,197,23376,59196
2012-07-12,28714,9743,273,23165,61895
2012-07-13,36865,8657,344,21663,67529
2012-07-14,46646,4065,417,13741,64869
2012-07-15,41280,1841,436,10643,54200
2012-07-16,27697,9354,251,22716,60018
2012-07-17,24782,9868,200,23195,58045
2012-07-18,26865,10347,308,23691,61211
2012-07-19,29252,9970,299,23405,62926
2012-07-20,37526,8496,383,23260,69665
2012-07-21,48923,4064,509,15634,69130
2012-07-22,41920,1878,562,12540,56900
2012-07-23,29356,9145,334,22461,61296
2012-07-24,27068,9708,310,21508,58594
2012-07-25,29486,10354,304,23081,63225
2012-07-26,31723,9654,422,21958,63757
2012-07-27,37825,8045,450,20119,66439
2012-07-28,48290,3703,575,12980,65548
2012-07-29,42434,1832,672,9628,54566
2012-07-30,30757,8923,396,20698,60774
2012-07-31,28480,9749,317,21836,60382
2012-08-01,29574,10691,283,24201,64749
2012-08-02,31286,9783,331,22751,64151
2012-08-03,36959,8268,407,20917,66551
2012-08-04,46168,3170,458,12226,62022
2012-08-05,42569,1850,535,9829,54783
2012-08-06,30843,9122,320,21353,61638
2012-08-07,27882,9140,251,21122,58395
2012-08-08,30032,9290,288,21937,61547
2012-08-09,32574,8857,349,21490,63270
2012-08-10,40582,7346,444,20126,68498
2012-08-11,52303,3349,513,13437,69602
2012-08-12,43492,1783,551,9874,55700
2012-08-13,31551,7187,311,18276,57325
2012-08-14,29193,7010,266,17799,54268
2012-08-15,33307,2928,331,10564,47130
2012-08-16,32022,6934,329,18173,57458
2012-08-17,39021,6318,431,18085,63855
2012-08-18,50595,3003,490,12614,66702
2012-08-19,44246,1795,559,10053,56653
2012-08-20,30712,6987,306,17780,55785
2012-08-21,25556,7946,232,18627,52361
2012-08-22,27419,8142,257,19441,55259
2012-08-23,30354,8141,322,19811,58628
2012-08-24,38815,7420,431,19877,66543
2012-08-25,48889,3634,480,13349,66352
2012-08-26,44518,1957,565,10353,57393
2012-08-27,29509,8351,295,19792,57947
2012-08-28,26849,9561,242,21613,58265
2012-08-29,28955,9657,279,22336,61227
2012-08-30,30798,9479,320,22187,62784
2012-08-31,39430,8141,426,21212,69209
2012-09-01,46916,5054,405,17223,69598
2012-09-02,40270,2017,412,11844,54543
2012-09-03,24360,9086,220,21503,55169
2012-09-04,21861,9810,196,22482,54349
2012-09-05,23434,10295,255,23478,57462
2012-09-06,25558,9822,270,23353,59003
2012-09-07,31753,9131,312,23186,64382
2012-09-08,48982,5989,430,18975,74376
2012-09-09,44837,2327,471,13120,60755
2012-09-10,25561,9144,232,21781,56718
2012-09-11,21822,9811,201,22470,54304
2012-09-12,23073,10154,246,23085,56558
2012-09-13,23823,9666,240,22720,56449
2012-09-14,28568,9106,294,22439,60407
2012-09-15,40092,5903,350,17113,63458
2012-09-16,43405,2106,443,12591,58545
2012-09-17,22460,8929,203,20777,52369
2012-09-18,19922,9458,181,21396,50957
2012-09-19,22539,10060,246,22809,55654
2012-09-20,23333,9918,245,22959,56455
2012-09-21,28234,9273,280,22609,60396
2012-09-22,36100,6376,322,17012,59810
2012-09-23,38910,2376,400,11967,53653
2012-09-24,22043,9004,190,20782,52019
2012-09-25,20712,9671,186,21720,52289
2012-09-26,23251,10003,242,22590,56086
2012-09-27,23089,9735,236,22606,55666
2012-09-28,31307,8242,303,21141,60993
2012-09-29,40394,7570,356,19841,68161
2012-09-30,37194,2642,386,12027,52249
2012-10-01,21238,8579,183,19902,49902
2012-10-02,20537,10317,191,23035,54080
2012-10-03,29940,4896,300,13794,48930
2012-10-04,21966,10918,225,24377,57486
2012-10-05,27473,8992,276,21930,58671
2012-10-06,31472,7006,273,17357,56108
2012-10-07,32618,3966,350,12718,49652
2012-10-08,20564,8771,185,20017,49537
2012-10-09,17605,9560,162,20983,48310
2012-10-10,18651,9955,195,21755,50556
2012-10-11,20676,9773,199,22073,52721
2012-10-12,25496,8660,264,20919,55339
2012-10-13,26405,6302,225,15285,48217
2012-10-14,27939,3042,290,10456,41727
2012-10-15,18975,8410,173,19025,46583
2012-10-16,16804,9522,156,20738,47220
2012-10-17,18098,9976,199,21667,49940
2012-10-18,18910,9508,186,21160,49764
2012-10-19,24794,8726,255,20838,54613
2012-10-20,26284,6033,226,14896,47439
2012-10-21,27780,2856,285,10118,41039
2012-10-22,18743,8172,166,18563,45644
2012-10-23,17300,9174,159,20217,46850
2012-10-24,19004,9817,206,21574,50601
2012-10-25,23157,9965,236,22937,56295
2012-10-26,26102,4034,268,13119,43523
2012-10-27,23026,7113,198,16086,46423
2012-10-28,26738,2701,275,9711,39425
2012-10-29,19305,8700,174,19596,47775
2012-10-30,18658,9169,171,20560,48558
2012-10-31,26367,8807,294,21418,56886
2012-11-01,24410,2662,95,8067,35234
2012-11-02,22490,7486,177,17577,47730
2012-11-03,24549,5103,145,12894,42691
2012-11-04,30219,2675,121,8799,41814
2012-11-05,18198,7837,132,17479,43646
2012-11-06,16162,9510,80,20121,45873
2012-11-07,16656,9803,88,21066,47613
2012-11-08,18340,9369,112,20421,48242
2012-11-09,22102,8114,165,18599,48980
2012-11-10,19974,5707,115,13302,39098
2012-11-11,19601,1803,78,5866,27348
2012-11-12,18147,8081,137,17821,44186
2012-11-13,16671,9311,75,19884,45941
2012-11-14,17798,9414,96,20693,48001
2012-11-15,19195,9026,117,20032,48370
2012-11-16,22823,8068,175,18702,49768
2012-11-17,20315,5560,114,13123,39112
2012-11-18,22811,2097,85,6851,31844
2012-11-19,17581,8195,129,17935,43840
2012-11-20,16540,9390,76,20005,46011
2012-11-21,18240,10217,105,22145,50707
2012-11-22,18468,10049,108,21532,50157
2012-11-23,21508,7871,162,17941,47482
2012-11-24,19681,5679,110,13184,38654
2012-11-25,22496,2030,86,6737,31349
2012-11-26,17290,7880,116,17250,42536
2012-11-27,16241,8896,77,19024,44238
2012-11-28,17090,9552,96,20636,47374
2012-11-29,17942,9121,101,19810,46974
2012-11-30,22086,8411,165,18983,49645
2012-12-01,21175,5610,69,12950,39804
2012-12-02,21514,2124,48,6185,29871
2012-12-03,17838,7397,69,16289,41593
2012-12-04,16929,8681,77,18693,44380
2012-12-05,17977,9207,86,19765,47035
2012-12-06,17803,8043,77,17651,43574
2012-12-07,22935,8119,87,18324,49465
2012-12-08,21713,3561,71,9385,34730
2012-12-09,25835,2399,58,7118,35410
2012-12-10,16601,7509,54,16183,40347
2012-12-11,14736,7937,63,16865,39601
2012-12-12,19060,8305,91,18271,45727
2012-12-13,21498,8518,87,19229,49332
2012-12-14,26870,7467,94,17925,52356
2012-12-15,26379,5977,87,14402,46845
2012-12-16,26880,2747,60,7792,37479
2012-12-17,20441,7802,75,17443,45761
2012-12-18,19607,8882,88,19538,48115
2012-12-19,21743,8782,107,19682,50314
2012-12-20,24724,7874,110,18733,51441
2012-12-21,29499,6637,111,17028,53275
2012-12-22,39341,4904,141,14594,58980
2012-12-23,22812,1485,55,5470,29822
2012-12-24,13226,1386,45,4987,19644
2012-12-25,18717,1032,45,4266,24060
2012-12-26,29689,2227,72,7660,39648
2012-12-27,28362,4193,128,13135,45818
2012-12-28,31184,4697,122,13973,49976
2012-12-29,45756,5319,158,16062,67295
2012-12-30,34198,2543,81,8593,45415
2012-12-31,19845,1768,69,6906,28588
2013-01-01,27876,2061,92,7350,37379
2013-01-02,34431,5563,593,16898,57485
2013-01-03,29279,5692,602,15992,51565
2013-01-04,33299,6223,174,16972,56668
2013-01-05,42987,6127,218,17606,66938
2013-01-06,35135,3093,116,10141,48485
2013-01-07,18318,6224,89,14690,39321
2013-01-08,16677,7730,100,17371,41878
2013-01-09,19328,8213,317,18430,46288
2013-01-10,19699,7875,360,17877,45811
2013-01-11,27763,7445,155,18126,53489
2013-01-12,39874,7120,203,18786,65983
2013-01-13,30956,2897,88,9233,43174
2013-01-14,17395,6668,88,15248,39399
2013-01-15,17438,7788,93,17652,42971
2013-01-16,18473,7995,305,17870,44643
2013-01-17,22639,8186,330,18931,50086
2013-01-18,28391,7353,188,18011,53943
2013-01-19,39422,7794,172,19836,67224
2013-01-20,32353,2980,97,9563,44993
2013-01-21,17604,7259,77,16062,41002
2013-01-22,17545,7713,91,17521,42870
2013-01-23,21482,8095,348,18696,48621
2013-01-24,21967,7678,359,18011,48015
2013-01-25,29658,7371,176,18295,55500
2013-01-26,42402,7645,203,20098,70348
2013-01-27,33363,3216,113,10096,46788
2013-01-28,19030,6768,90,15753,41641
2013-01-29,17516,7715,105,17483,42819
2013-01-30,20769,7965,349,18295,47378
2013-01-31,21849,7567,365,17778,47559
2013-02-01,30217,7584,169,18789,56759
2013-02-02,40705,7642,221,19956,68524
2013-02-03,34931,3328,114,10448,48821
2013-02-04,18282,6242,84,14665,39273
2013-02-05,17973,7361,107,17002,42443
2013-02-06,20097,7822,324,17916,46159
2013-02-07,19377,7329,248,16853,43807
2013-02-08,34385,7369,185,19147,61086
2013-02-09,45374,7555,232,20657,73818
2013-02-10,36358,3016,116,10228,49718
2013-02-11,20687,5805,100,14452,41044
2013-02-12,19545,6621,108,15909,42183
2013-02-13,23544,7840,387,18635,50406
2013-02-14,24916,7710,399,18586,51611
2013-02-15,37101,7926,201,20646,65874
2013-02-16,47475,7724,261,21406,76866
2013-02-17,38265,3954,132,11990,54341
2013-02-18,20607,6449,99,15602,42757
2013-02-19,17538,7264,106,16693,41601
2013-02-20,19497,7814,314,17788,45413
2013-02-21,22837,7719,396,18222,49174
2013-02-22,33550,7530,179,19276,60535
2013-02-23,42939,7507,240,20247,70933
2013-02-24,36666,3501,122,10999,51288
2013-02-25,20423,6139,97,14979,41638
2013-02-26,17846,7264,114,16775,41999
2013-02-27,21617,8061,346,18602,48626
2013-02-28,24453,7599,407,18411,50870
2013-03-01,33648,7493,189,19321,60651
2013-03-02,45507,7683,245,20887,74322
2013-03-03,38969,3906,128,12084,55087
2013-03-04,22021,6393,106,15785,44305
2013-03-05,20283,7666,129,18047,46125
2013-03-06,22294,8163,360,18973,49790
2013-03-07,22716,7864,399,18491,49470
2013-03-08,32027,7671,176,19319,59193
2013-03-09,42186,7251,223,19445,69105
2013-03-10,34818,3364,117,10489,48788
2013-03-11,19909,7229,102,16771,44011
2013-03-12,18235,8195,105,18527,45062
2013-03-13,21301,8876,357,20006,50540
2013-03-14,22818,8300,411,19291,50820
2013-03-15,31165,8023,185,19765,59138
2013-03-16,40036,7155,208,18901,66300
2013-03-17,35148,3478,110,10749,49485
2013-03-18,20251,7298,99,16962,44610
2013-03-19,19367,8345,111,19030,46853
2013-03-20,21362,8287,349,18992,48990
2013-03-21,22684,8500,369,19610,51163
2013-03-22,32301,8072,186,20106,60665
2013-03-23,44413,7513,240,20351,72517
2013-03-24,33881,3317,112,10274,47584
2013-03-25,22136,7475,105,17670,47386
2013-03-26,19382,8131,113,18669,46295
2013-03-27,25744,9018,435,21154,56351
2013-03-28,34938,8803,522,22711,66974
2013-03-29,38136,4857,118,13615,56726
2013-03-30,35380,5407,184,15104,56075
2013-03-31,25349,2141,74,7105,34669
2013-04-01,35601,3239,119,10471,49430
2013-04-02,28176,7568,165,19620,55529
2013-04-03,23337,7971,356,18854,50518
2013-04-04,23682,8566,373,19875,52496
2013-04-05,28976,8317,151,19835,57279
2013-04-06,31254,6862,141,17010,55267
2013-04-07,25718,2692,83,8120,36613
2013-04-08,19098,7237,86,16634,43055
2013-04-09,17612,8490,104,18925,45131
2013-04-10,19140,8515,303,18935,46893
2013-04-11,20256,8493,317,19077,48143
2013-04-12,25085,7704,143,18088,51020
2013-04-13,24202,5395,112,13312,43021
2013-04-14,25466,2253,75,7401,35195
2013-04-15,19915,7069,99,16540,43623
2013-04-16,17833,8048,101,18208,44190
2013-04-17,19642,8210,297,18506,46655
2013-04-18,20516,7869,338,18095,46818
2013-04-19,24153,7552,125,17702,49532
2013-04-20,23581,5569,108,13493,42751
2013-04-21,23755,2291,77,7203,33326
2013-04-22,19078,7374,94,16891,43437
2013-04-23,17822,8572,103,19111,45608
2013-04-24,19008,8005,296,18048,45357
2013-04-25,19797,6948,336,16282,43363
2013-04-26,18890,4274,103,11048,34315
2013-04-27,23558,4539,109,11620,39826
2013-04-28,24482,2299,85,7298,34164
2013-04-29,18887,6763,93,15786,41529
2013-04-30,20723,8019,133,18742,47617
2013-05-01,21522,2715,65,7629,31931
2013-05-02,19368,7818,320,17770,45276
2013-05-03,23252,7227,130,16964,47573
2013-05-04,25574,5303,115,13313,44305
2013-05-05,28638,2799,81,8740,40258
2013-05-06,19736,7232,94,16776,43838
2013-05-07,18649,8653,113,19470,46885
2013-05-08,26379,9079,424,21380,57262
2013-05-09,24802,2963,68,8606,36439
2013-05-10,23569,8427,130,19063,51189
2013-05-11,26409,5418,116,13579,45522
2013-05-12,31233,3280,94,9895,44502
2013-05-13,20264,7205,100,16851,44420
2013-05-14,17615,8165,107,18383,44270
2013-05-15,17783,8098,308,17966,44155
2013-05-16,21737,8645,334,19677,50393
2013-05-17,30569,8271,172,20158,59170
2013-05-18,29298,6055,158,15945,51456
2013-05-19,26070,2400,83,7856,36409
2013-05-20,26644,2600,85,8150,37479
2013-05-21,23600,9246,152,21685,54683
2013-05-22,22814,8366,365,19473,51018
2013-05-23,23768,8685,377,20176,53006
2013-05-24,30150,8179,159,19902,58390
2013-05-25,31267,6318,158,16277,54020
2013-05-26,28305,2762,88,8639,39794
2013-05-27,22876,7420,120,17816,48232
2013-05-28,21011,8388,124,19519,49042
2013-05-29,28561,9235,479,22092,60367
2013-05-30,27929,3503,92,9932,41456
2013-05-31,28005,8667,149,20325,57146
2013-06-01,30935,5508,154,14516,51113
2013-06-02,31657,3546,110,10460,45773
2013-06-03,24074,6449,121,16240,46884
2013-06-04,19110,7871,108,18199,45288
2013-06-05,19483,8110,345,18304,46242
2013-06-06,22489,8156,359,18991,49995
2013-06-07,27440,7970,166,19052,54628
2013-06-08,29665,6125,145,15480,51415
2013-06-09,29248,2902,92,8973,41215
2013-06-10,23093,7373,118,17736,48320
2013-06-11,21331,8314,124,19472,49241
2013-06-12,22864,8808,403,20248,52323
2013-06-13,23393,8296,387,19476,51552
2013-06-14,28665,7756,162,18906,55489
2013-06-15,30261,5771,152,14967,51151
2013-06-16,31721,3029,100,9615,44465
2013-06-17,21074,6885,107,16500,44566
2013-06-18,18970,7716,112,17900,44698
2013-06-19,18758,7962,316,17958,44994
2013-06-20,22311,7894,329,18491,49025
2013-06-21,27828,7585,153,18468,54034
2013-06-22,30698,5930,156,15382,52166
2013-06-23,32665,3317,99,10193,46274
2013-06-24,22320,6942,118,16834,46214
2013-06-25,19730,7594,117,17875,45316
2013-06-26,20921,8336,349,19014,48620
2013-06-27,23028,8175,398,19149,50750
2013-06-28,30160,7786,185,19152,57283
2013-06-29,34037,6007,176,16091,56311
2013-06-30,33820,3457,116,10605,47998
2013-07-01,22579,7029,117,17088,46813
2013-07-02,19673,7638,118,17964,45393
2013-07-03,21582,8241,374,18998,49195
2013-07-04,24197,8049,383,19198,51827
2013-07-05,30799,7771,170,19391,58131
2013-07-06,36029,5143,181,14824,56177
2013-07-07,35930,3484,108,11025,50547
2013-07-08,23995,7777,124,18654,50550
2013-07-09,21403,9129,128,20973,51633
2013-07-10,23120,9933,368,22275,55696
2013-07-11,25107,9614,427,22112,57260
2013-07-12,32918,8991,185,21924,64018
2013-07-13,40991,5767,208,16713,63679
2013-07-14,40171,3895,131,12308,56505
2013-07-15,25835,9050,131,21285,56301
2013-07-16,22369,9542,135,21938,53984
2013-07-17,22934,9189,381,20942,53446
2013-07-18,25098,8527,453,20225,54303
2013-07-19,32182,8037,183,20113,60515
2013-07-20,39127,5284,187,15695,60293
2013-07-21,37643,3697,123,11648,53111
2013-07-22,25153,7770,123,18891,51937
2013-07-23,22219,7995,127,19213,49554
2013-07-24,24347,8492,396,20023,53258
2013-07-25,25775,8738,451,20750,55714
2013-07-26,32004,7803,177,19725,59709
2013-07-27,39525,5194,195,15732,60646
2013-07-28,36782,3459,117,11190,51548
2013-07-29,25801,7845,125,19107,52878
2013-07-30,24209,8062,185,19625,52081
2013-07-31,26008,8658,399,20708,55773
2013-08-01,27649,8626,513,21114,57902
2013-08-02,32745,7972,189,20199,61105
2013-08-03,38796,4193,198,13935,57122
2013-08-04,37729,3467,121,11372,52689
2013-08-05,26961,7875,135,19471,54442
2013-08-06,23051,7436,145,18405,49037
2013-08-07,24055,8056,405,19253,51769
2013-08-08,26276,7686,482,19060,53504
2013-08-09,34204,7159,193,18926,60482
2013-08-10,40748,4730,205,15084,60767
2013-08-11,37984,3448,116,11330,52878
2013-08-12,25319,6372,120,16515,48326
2013-08-13,24336,6276,146,16561,47319
2013-08-14,30562,6508,484,17772,55326
2013-08-15,31031,3242,101,9984,44358
2013-08-16,32026,5698,182,16027,53933
2013-08-17,40539,3852,190,13462,58043
2013-08-18,42177,3557,140,12176,58050
2013-08-19,27492,5992,136,16296,49916
2013-08-20,23765,6516,150,16898,47329
2013-08-21,25704,6969,433,17652,50758
2013-08-22,27668,6810,476,17802,52756
2013-08-23,33768,6965,188,18525,59446
2013-08-24,41934,4619,206,15219,61978
2013-08-25,37412,3553,132,11391,52488
2013-08-26,26536,6843,131,17542,51052
2013-08-27,22941,7279,131,18053,48404
2013-08-28,24136,7753,425,18711,51025
2013-08-29,27268,7652,459,19181,54560
2013-08-30,33941,7489,192,19492,61114
2013-08-31,43363,5394,223,16598,65578
2013-09-01,40580,3944,141,12462,57127
2013-09-02,25559,7429,133,18402,51523
2013-09-03,22972,7977,135,19276,50360
2013-09-04,24646,8391,414,19893,53344
2013-09-05,27294,8457,434,20524,56709
2013-09-06,33306,8208,191,20588,62293
2013-09-07,40181,6555,191,18042,64969
2013-09-08,38127,4005,143,12247,54522
2013-09-09,26086,7723,128,18917,52854
2013-09-10,22722,8470,133,20054,51379
2013-09-11,23215,8742,369,20084,52410
2013-09-12,24695,8281,446,19650,53072
2013-09-13,30539,8157,168,19924,58788
2013-09-14,35520,6153,180,16349,58202
2013-09-15,35863,3742,114,11284,51003
2013-09-16,23462,7456,124,17923,48965
2013-09-17,22394,8093,136,19277,49900
2013-09-18,23263,8577,391,19915,52146
2013-09-19,24961,8519,430,20115,54025
2013-09-20,30239,8394,164,20287,59084
2013-09-21,33710,6433,158,16573,56874
2013-09-22,36355,3872,125,11580,51932
2013-09-23,23619,7723,113,18431,49886
2013-09-24,21926,8439,127,19797,50289
2013-09-25,23587,8713,384,20223,52907
2013-09-26,25476,8753,440,20638,55307
2013-09-27,30972,8495,172,20623,60262
2013-09-28,33249,6533,165,16680,56627
2013-09-29,34675,3816,114,11190,49795
2013-09-30,24125,8152,114,19249,51640
2013-10-01,21115,8292,128,19385,48920
2013-10-02,26996,8594,497,20530,56617
2013-10-03,35740,4439,125,12573,52877
2013-10-04,29955,8917,168,21111,60151
2013-10-05,31477,6378,151,16049,54055
2013-10-06,33779,3752,113,10965,48609
2013-10-07,22318,7420,107,17576,47421
2013-10-08,19303,8233,116,18820,46472
2013-10-09,20544,8877,325,19841,49587
2013-10-10,22211,8455,361,19392,50419
2013-10-11,26851,7728,151,18418,53148
2013-10-12,26500,5675,120,14086,46381
2013-10-13,28592,3233,95,9363,41283
2013-10-14,22611,7235,115,17282,47243
2013-10-15,20559,8028,123,18767,47477
2013-10-16,19479,8731,308,19350,47868
2013-10-17,20671,8333,313,18849,48166
2013-10-18,26613,7662,147,18300,52722
2013-10-19,27988,5664,124,14274,48050
2013-10-20,28434,2684,90,8473,39681
2013-10-21,20361,7149,92,16756,44358
2013-10-22,18590,8076,113,18407,45186
2013-10-23,19073,8271,299,18504,46147
2013-10-24,21169,7746,348,17983,47246
2013-10-25,28109,8248,162,19604,56123
2013-10-26,29415,3747,133,11020,44315
2013-10-27,28713,2623,96,8443,39875
2013-10-28,21727,7891,100,18325,48043
2013-10-29,19751,7937,120,18368,46176
2013-10-30,23615,8306,383,19432,51736
2013-10-31,29681,7879,442,19933,57935
2013-11-01,22753,2250,106,7833,32942
2013-11-02,23398,4648,113,11746,39905
2013-11-03,29373,2672,100,8607,40752
2013-11-04,19547,7001,113,16222,42883
2013-11-05,17511,8461,111,18387,44470
2013-11-06,15841,8312,82,17904,42139
2013-11-07,21407,9786,144,21885,53222
2013-11-08,25775,8356,177,20006,54314
2013-11-09,22353,5872,138,13958,42321
2013-11-10,21820,1310,108,5274,28512
2013-11-11,20302,8421,148,18623,47494
2013-11-12,19005,9605,119,20946,49675
2013-11-13,19478,10042,136,22073,51729
2013-11-14,21113,9298,130,20570,51111
2013-11-15,26348,8135,187,18434,53104
2013-11-16,23048,5253,148,12630,41079
2013-11-17,24976,1255,111,5277,31619
2013-11-18,20108,8035,144,18019,46306
2013-11-19,19182,9873,136,20890,50081
2013-11-20,19601,10362,136,22006,52105
2013-11-21,20911,9456,129,20387,50883
2013-11-22,25622,8071,160,18184,52037
2013-11-23,20813,5532,160,12945,39450
2013-11-24,21686,1317,122,5453,28578
2013-11-25,18672,7881,111,17829,44493
2013-11-26,16641,9940,126,21732,48439
2013-11-27,19443,10226,164,22119,51952
2013-11-28,21493,9675,157,21525,52850
2013-11-29,27194,8429,185,19523,55331
2013-11-30,22301,5778,123,13752,41954
2013-12-01,26644,1433,121,6397,34595
2013-12-02,19023,8067,104,17832,45026
2013-12-03,17863,10073,141,21510,49587
2013-12-04,18666,10367,141,21961,51135
2013-12-05,20601,10334,139,22484,53558
2013-12-06,24347,8575,150,19627,52699
2013-12-07,23379,6092,145,14343,43959
2013-12-08,28423,1609,116,6949,37097
2013-12-09,19873,8195,127,17812,46007
2013-12-10,19168,10121,117,21383,50789
2013-12-11,20754,10683,145,22995,54577
2013-12-12,23487,10155,159,22260,56061
2013-12-13,30315,8557,146,19971,58989
2013-12-14,32722,6266,167,15777,54932
2013-12-15,32317,1710,114,7377,41518
2013-12-16,21697,8387,150,18702,48936
2013-12-17,20781,10088,116,21814,52799
2013-12-18,22991,10285,139,22473,55888
2013-12-19,25218,9192,175,20435,55020
2013-12-20,34679,7467,211,18245,60602
2013-12-21,45258,4027,192,13415,62892
2013-12-22,30415,1286,189,6220,38110
2013-12-23,26175,3745,129,9834,39883
2013-12-24,14725,1983,65,5138,21911
2013-12-25,18882,598,78,3246,22804
2013-12-26,30554,1084,148,5436,37222
2013-12-27,38907,3148,181,10359,52595
2013-12-28,55706,2829,171,13259,71965
2013-12-29,32357,1344,152,6131,39984
2013-12-30,36962,3172,154,10088,50376
