## location: Kiefersfelden
## highway: A93
## id: 9191
date,pkw,lkw,mot,various,total
2010-05-13,29285,2456,467,9198,41406
2010-05-14,27383,9168,304,20216,57071
2010-05-15,29698,5270,399,13704,49071
2010-05-16,36392,1934,660,7926,46912
2010-05-17,23478,8283,220,18464,50445
2010-05-18,19982,9895,192,20948,51017
2010-05-19,21663,9952,176,21144,52935
2010-05-20,26118,9810,249,21372,57549
2010-05-21,38442,8640,468,21940,69490
2010-05-22,39139,5928,487,17036,62590
2010-05-23,32423,1422,443,8085,42373
2010-05-24,33896,1912,557,8584,44949
2010-05-25,27088,10215,349,23424,61076
2010-05-26,23123,9881,231,22724,55959
2010-05-27,26243,9760,342,22097,58442
2010-05-28,32190,8459,276,20860,61785
2010-05-29,40070,6112,468,18079,64729
2010-05-30,34905,1978,440,8822,46145
2010-05-31,25425,8440,287,19206,53358
2010-06-01,23598,9317,275,20406,53596
2010-06-02,32584,9209,417,21595,63805
2010-06-03,35505,2551,928,9892,48876
2010-06-04,32810,9042,466,22416,64734
2010-06-05,41497,5850,763,17401,65511
2010-06-06,47885,2107,930,11439,62361
2010-06-07,24340,8456,300,20197,53293
2010-06-08,19641,8945,249,20043,48878
2010-06-09,21193,9892,285,21973,53343
2010-06-10,24777,9439,331,21418,55965
2010-06-11,30520,8171,366,19678,58735
2010-06-12,33005,5651,466,15760,54882
2010-06-13,32799,1795,484,7861,42939
2010-06-14,23142,8510,249,19571,51472
2010-06-15,21285,9651,249,21130,52315
2010-06-16,22463,9950,294,22323,55030
2010-06-17,24099,9453,255,21840,55647
2010-06-18,30308,8059,384,19729,58480
2010-06-19,36174,5458,505,14175,56312
2010-06-20,35970,2031,568,7672,46241
2010-06-21,23638,8552,290,18598,51078
2010-06-22,21811,9557,212,20433,52013
2010-06-23,22254,9815,229,21863,54161
2010-06-24,25798,9585,325,21953,57661
2010-06-25,34088,8174,450,19998,62710
2010-06-26,39747,5614,514,16912,62787
2010-06-27,38182,1964,635,9069,49850
2010-06-28,24952,8467,309,19462,53190
2010-06-29,21745,9670,190,21367,52972
2010-06-30,24355,10131,252,22794,57532
2010-07-01,27196,9512,306,21921,58935
2010-07-02,34680,8330,413,20723,64146
2010-07-03,39838,4136,476,13751,58201
2010-07-04,38251,1987,593,9192,50023
2010-07-05,26799,9140,325,21320,57584
2010-07-06,24590,9270,247,20713,54820
2010-07-07,25209,9840,301,21944,57294
2010-07-08,29433,9708,371,22350,61862
2010-07-09,37412,8481,422,22220,68535
2010-07-10,45784,4039,489,15031,65343
2010-07-11,40844,2062,493,9769,53168
2010-07-12,28273,9082,275,21572,59202
2010-07-13,24857,9587,304,21449,56197
2010-07-14,26220,10226,276,23722,60444
2010-07-15,30496,9744,365,22579,63184
2010-07-16,38932,8340,429,22325,70026
2010-07-17,50250,4451,596,15308,70605
2010-07-18,45593,2204,633,10503,58933
2010-07-19,29383,9076,292,21776,60527
2010-07-20,26177,9884,298,21966,58325
2010-07-21,25108,9912,301,23193,58514
2010-07-22,28389,9528,303,22379,60599
2010-07-23,38207,8351,326,22212,69096
2010-07-24,48986,4092,460,14905,68443
2010-07-25,41773,2116,408,10965,55262
2010-07-26,25261,8494,237,20596,54588
2010-07-27,25670,9620,267,22236,57793
2010-07-28,28065,9936,350,23425,61776
2010-07-29,32200,9610,365,22748,64923
2010-07-30,40439,8087,387,22532,71445
2010-07-31,51786,4057,599,14943,71385
2010-08-01,47752,2167,692,11803,62414
2010-08-02,31305,8743,293,22027,62368
2010-08-03,28553,9294,280,21767,59894
2010-08-04,30035,9700,337,23033,63105
2010-08-05,33761,9080,355,22579,65775
2010-08-06,40163,7773,436,21318,69690
2010-08-07,50457,4018,557,14213,69245
2010-08-08,48365,1990,555,10642,61552
2010-08-09,33974,7554,440,18883,60851
2010-08-10,29544,7954,396,19204,57098
2010-08-11,31190,7832,384,19286,58692
2010-08-12,35273,7047,430,18428,61178
2010-08-13,41533,6186,403,17783,65905
2010-08-14,49426,2906,513,12221,65066
2010-08-15,43840,1759,406,9343,55348
2010-08-16,33068,6199,389,16323,55979
2010-08-17,29534,6767,290,16565,53156
2010-08-18,30333,6791,264,18640,56028
2010-08-19,33284,6672,358,17580,57894
2010-08-20,42161,6322,574,18363,67420
2010-08-21,53476,3112,620,13729,70937
2010-08-22,52214,1932,745,11002,65893
2010-08-23,32438,7127,400,18176,58141
2010-08-24,28289,8215,282,19389,56175
2010-08-25,31139,8664,378,20612,60793
2010-08-26,34258,8255,416,20850,63779
2010-08-27,40063,7463,443,20703,68672
2010-08-28,55445,3929,562,14302,74238
2010-08-29,48390,2068,521,10669,61648
2010-08-30,30930,8332,341,20014,59617
2010-08-31,28554,9033,354,19991,57932
2010-09-01,30218,9411,292,22135,62056
2010-09-02,32708,9268,369,22501,64846
2010-09-03,40374,7845,460,21615,70294
2010-09-04,50878,5724,442,19064,76108
2010-09-05,51190,2308,611,11641,65750
2010-09-06,30992,8720,387,20764,60863
2010-09-07,27349,9695,308,22461,59813
2010-09-08,28743,10113,244,23790,62890
2010-09-09,31216,9662,340,22845,64063
2010-09-10,39305,8368,486,21813,69972
2010-09-11,49953,5854,617,17755,74179
2010-09-12,51295,2451,830,11400,65976
2010-09-13,28410,8687,363,20576,58036
2010-09-14,24561,9703,258,21683,56205
2010-09-15,27895,10072,235,22807,61009
2010-09-16,30422,9678,272,22706,63078
2010-09-17,35008,8207,358,21311,64884
2010-09-18,40409,5876,382,16286,62953
2010-09-19,41977,2534,404,9799,54714
2010-09-20,27039,8588,281,19775,55683
2010-09-21,24513,9839,305,21627,56284
2010-09-22,26862,10130,325,22718,60035
2010-09-23,28424,9784,331,22508,61047
2010-09-24,35934,8912,424,22080,67350
2010-09-25,39150,6386,318,16424,62278
2010-09-26,39608,2753,335,10229,52925
2010-09-27,26464,8613,252,19475,54804
2010-09-28,24178,9884,182,21569,55813
2010-09-29,25178,10183,203,22023,57587
2010-09-30,28862,9806,232,22157,61057
2010-10-01,36719,8923,283,21986,67911
2010-10-02,36630,6141,297,16567,59635
2010-10-03,42687,2799,482,10831,56799
2010-10-04,26268,8570,243,19513,54594
2010-10-05,21367,9749,140,21623,52879
2010-10-06,23066,10167,183,22245,55661
2010-10-07,25895,9736,195,21955,57781
2010-10-08,33448,8341,315,21176,63280
2010-10-09,37379,5691,337,15742,59149
2010-10-10,43411,2128,412,9271,55222
2010-10-11,25774,8731,230,19485,54220
2010-10-12,22490,9550,186,21124,53350
2010-10-13,24852,10131,237,21571,56791
2010-10-14,27507,9470,225,20722,57924
2010-10-15,34191,8404,227,19615,62437
2010-10-16,34862,5487,192,14687,55228
2010-10-17,33983,2041,206,7209,43439
2010-10-18,23623,8349,180,17965,50117
2010-10-19,21668,9768,157,20925,52518
2010-10-20,22923,10169,164,21417,54673
2010-10-21,25274,9681,151,21355,56461
2010-10-22,33775,8391,207,20319,62692
2010-10-23,31679,5575,193,14533,51980
2010-10-24,29367,1808,156,6455,37786
2010-10-25,21184,8799,174,18557,48714
2010-10-26,25799,3845,152,9768,39564
2010-10-27,23370,12023,146,25355,60894
2010-10-28,24539,9343,154,20616,54652
2010-10-29,34352,7888,204,18845,61289
2010-10-30,32811,5418,226,14066,52521
2010-10-31,28853,1068,181,5662,35764
2010-11-01,28805,1443,136,6146,36530
2010-11-02,26997,8901,205,19327,55430
2010-11-03,23375,9842,165,21416,54798
2010-11-04,24409,9949,165,21992,56515
2010-11-05,29334,8515,163,19515,57527
2010-11-06,26940,6045,145,14627,47757
2010-11-07,25743,1520,124,5520,32907
2010-11-08,20912,8193,186,17483,46774
2010-11-09,19257,9964,139,20647,50007
2010-11-10,21690,10206,137,21375,53408
2010-11-11,21962,9853,178,21049,53042
2010-11-12,26557,8072,239,17620,52488
2010-11-13,23264,5396,142,12673,41475
2010-11-14,26716,1411,131,5810,34068
2010-11-15,20447,8012,143,17654,46256
2010-11-16,18807,9426,143,19540,47916
2010-11-17,20652,10043,151,21392,52238
2010-11-18,20617,9059,134,19323,49133
2010-11-19,26316,7986,177,17505,51984
2010-11-20,22550,5355,127,12660,40692
2010-11-21,24209,1414,82,5234,30939
2010-11-22,20552,8243,155,17455,46405
2010-11-23,18679,9707,121,19921,48428
2010-11-24,19566,10169,134,20900,50769
2010-11-25,22231,9505,136,20519,52391
2010-11-26,25824,8089,151,18309,52373
2010-11-27,22870,5817,110,13781,42578
2010-11-28,24064,1646,96,6290,32096
2010-11-29,18089,7943,94,17844,43970
2010-11-30,18346,9745,123,20815,49029
2010-12-01,17211,9315,112,20443,47081
2010-12-02,19598,10003,125,22366,52092
2010-12-03,26274,8509,136,19620,54539
2010-12-04,28903,5977,166,14302,49348
2010-12-05,27726,1816,100,7236,36878
2010-12-06,19943,8334,137,17787,46201
2010-12-07,19832,10339,150,21707,52028
2010-12-08,23601,4305,179,10597,38682
2010-12-09,22035,10660,125,22388,55208
2010-12-10,25635,8737,133,20074,54579
2010-12-11,28165,6693,121,16578,51557
2010-12-12,32857,2141,133,7495,42626
2010-12-13,20073,8501,131,19119,47824
2010-12-14,20210,10108,142,21295,51755
2010-12-15,20590,9846,179,20533,51148
2010-12-16,25158,10139,221,21863,57381
2010-12-17,30912,8096,181,20029,59218
2010-12-18,42021,5989,238,15731,63979
2010-12-19,35521,1940,153,8492,46106
2010-12-20,23405,8311,127,18794,50637
2010-12-21,23953,8979,131,19332,52395
2010-12-22,29469,8094,196,18047,55806
2010-12-23,36474,6090,193,15041,57798
2010-12-24,20763,1920,99,5427,28209
2010-12-25,25685,840,102,6311,32938
2010-12-26,46274,1566,227,8994,57061
2010-12-27,34851,4875,182,13037,52945
2010-12-28,30998,5257,139,13450,49844
2010-12-29,32069,5287,135,13949,51440
2010-12-30,47171,4654,162,13482,65469
2010-12-31,28753,2129,102,7250,38234
2011-01-01,36739,867,136,6254,43996
2011-01-02,57304,1981,98,12651,72034
2011-01-03,34874,5181,183,13568,53806
2011-01-04,31345,5938,170,15114,52567
2011-01-05,38247,6253,194,16145,60839
2011-01-06,32510,2253,145,7820,42728
2011-01-07,38213,5953,235,15231,59632
2011-01-08,54733,4654,223,15161,74771
2011-01-09,44181,1789,216,8431,54617
2011-01-10,20822,7321,136,15696,43975
2011-01-11,19079,9362,122,19268,47831
2011-01-12,21185,9563,179,20039,50966
2011-01-13,22817,8962,169,19118,51066
2011-01-14,32107,7945,183,18048,58283
2011-01-15,47810,6426,186,17832,72254
2011-01-16,37415,1716,126,7429,46686
2011-01-17,22273,8044,127,17605,48049
2011-01-18,21103,9479,151,19829,50562
2011-01-19,22404,10059,116,21048,53627
2011-01-20,23594,9287,128,20393,53402
2011-01-21,31997,8141,124,21319,61581
2011-01-22,54159,6314,189,17228,77890
2011-01-23,39962,1767,144,7932,49805
2011-01-24,18134,8036,108,18008,44286
2011-01-25,17604,9578,86,20898,48166
2011-01-26,20705,9763,103,21221,51792
2011-01-27,24932,9432,261,20421,55046
2011-01-28,38263,8134,407,21432,68236
2011-01-29,59954,6510,279,19477,86220
2011-01-30,44390,1828,436,8790,55444
2011-01-31,23776,8139,152,17619,49686
2011-02-01,22254,9407,138,20136,51935
2011-02-02,24473,9758,137,21139,55507
2011-02-03,23947,9290,124,20903,54264
2011-02-04,38909,8310,151,20113,67483
2011-02-05,59317,6550,173,19702,85742
2011-02-06,45213,1798,163,8744,55918
2011-02-07,24419,8315,149,18251,51134
2011-02-08,22645,9467,157,20257,52526
2011-02-09,25220,9876,152,21478,56726
2011-02-10,26229,9465,131,20632,56457
2011-02-11,38417,8177,199,19442,66235
2011-02-12,57123,6432,117,17452,81124
2011-02-13,40630,1778,126,7428,49962
2011-02-14,22568,8063,100,17685,48416
2011-02-15,21531,9415,99,19923,50968
2011-02-16,23830,9935,100,21064,54929
2011-02-17,26266,9290,118,20081,55755
2011-02-18,41056,8224,181,19619,69080
2011-02-19,63902,6805,136,19287,90130
2011-02-20,42436,1742,107,8179,52464
2011-02-21,20549,8127,118,18516,47310
2011-02-22,19673,9601,147,20535,49956
2011-02-23,25194,10062,157,21782,57195
2011-02-24,25317,9294,132,20966,55709
2011-02-25,41267,8469,172,21763,71671
2011-02-26,66465,6573,212,19870,93120
2011-02-27,42337,1786,122,7979,52224
2011-02-28,23154,8360,137,18057,49708
2011-03-01,21643,9508,140,20629,51920
2011-03-02,24512,10223,127,23123,57985
2011-03-03,27041,9868,145,22099,59153
2011-03-04,41722,8295,187,21268,71472
2011-03-05,64236,6314,253,19848,90651
2011-03-06,42047,1670,162,8368,52247
2011-03-07,26866,8349,145,19076,54436
2011-03-08,28611,9443,146,21527,59727
2011-03-09,30969,10247,154,23952,65322
2011-03-10,30150,9790,174,22529,62643
2011-03-11,43674,8402,202,21768,74046
2011-03-12,62405,6227,144,20475,89251
2011-03-13,45451,1817,190,9622,57080
2011-03-14,22866,8677,132,19238,50913
2011-03-15,22528,9952,111,21646,54237
2011-03-16,25351,9790,123,21461,56725
2011-03-17,28093,8862,148,19548,56651
2011-03-18,36167,7470,142,17752,61531
2011-03-19,52194,6159,136,17330,75819
2011-03-20,42931,1920,139,8583,53573
2011-03-21,23096,8581,130,19033,50840
2011-03-22,21617,9687,120,21338,52762
2011-03-23,24096,10272,140,22959,57467
2011-03-24,26111,9668,130,22002,57911
2011-03-25,33729,8325,174,20437,62665
2011-03-26,42633,5840,145,16150,64768
2011-03-27,33834,1652,136,7043,42665
2011-03-28,22023,8405,110,18353,48891
2011-03-29,20242,9691,111,20963,51007
2011-03-30,21665,10008,124,22040,53837
2011-03-31,23681,9767,127,21606,55181
2011-04-01,30221,8447,174,19674,58516
2011-04-02,34725,5615,271,14792,55403
2011-04-03,32321,1698,240,6920,41179
2011-04-04,21577,8627,149,18421,48774
2011-04-05,19098,9964,122,21089,50273
2011-04-06,20678,10512,149,22742,54081
2011-04-07,22785,9898,186,21901,54770
2011-04-08,27947,8545,158,20625,57275
2011-04-09,29238,5809,215,15064,50326
2011-04-10,29314,1700,221,7270,38505
2011-04-11,21077,8784,154,19699,49714
2011-04-12,19717,10121,143,21181,51162
2011-04-13,20931,10477,151,22319,53878
2011-04-14,23042,9864,230,22123,55259
2011-04-15,32675,8923,256,21392,63246
2011-04-16,37491,6304,246,17959,62000
2011-04-17,32049,1826,191,9108,43174
2011-04-18,23667,8890,195,20838,53590
2011-04-19,22576,10159,171,22692,55598
2011-04-20,27176,10149,205,23377,60907
2011-04-21,37251,9467,322,24394,71434
2011-04-22,41497,3111,425,12132,57165
2011-04-23,33207,3943,251,12220,49621
2011-04-24,26140,784,241,5547,32712
2011-04-25,40990,1776,375,9504,52645
2011-04-26,31449,8513,216,20826,61004
2011-04-27,25825,9788,172,22017,57802
2011-04-28,26577,10264,198,23741,60780
2011-04-29,32782,9022,223,22496,64523
2011-04-30,33977,6091,249,17164,57481
2011-05-01,32499,1815,209,7480,42003
2011-05-02,22381,8692,167,19692,50932
2011-05-03,21015,10240,161,21578,52994
2011-05-04,21209,10362,158,22343,54072
2011-05-05,22970,9905,195,22427,55497
2011-05-06,28696,8622,234,20178,57730
2011-05-07,27362,5358,301,13662,46683
2011-05-08,29602,1628,290,6568,38088
2011-05-09,21838,8612,204,19297,49951
2011-05-10,19906,10032,188,21521,51647
2011-05-11,20841,10180,162,22082,53265
2011-05-12,22742,9773,149,21850,54514
2011-05-13,27580,8151,196,19705,55632
2011-05-14,27168,5340,234,13581,46323
2011-05-15,28274,1669,226,6347,36516
2011-05-16,21322,8709,186,19134,49351
2011-05-17,19065,9862,155,21478,50560
2011-05-18,20993,10444,172,22623,54232
2011-05-19,23285,9761,223,21778,55047
2011-05-20,29300,8239,289,19939,57767
2011-05-21,28973,5369,368,14704,49414
2011-05-22,31515,1774,358,7791,41438
2011-05-23,22060,8513,165,19635,50373
2011-05-24,19665,9409,207,20421,49702
2011-05-25,20964,10093,259,22614,53930
2011-05-26,23091,9536,273,21771,54671
2011-05-27,29742,8274,329,20365,58710
2011-05-28,32245,5452,449,14358,52504
2011-05-29,32286,1750,448,8259,42743
2011-05-30,22837,8653,261,19540,51291
2011-05-31,20781,9857,213,22273,53124
2011-06-01,32051,9540,446,24165,66202
2011-06-02,30791,2413,688,10445,44337
2011-06-03,26819,7458,387,18784,53448
2011-06-04,32002,5034,635,15661,53332
2011-06-05,43464,1987,901,10370,56722
2011-06-06,23919,8324,256,19884,52383
2011-06-07,20700,10206,206,22384,53496
2011-06-08,22086,10351,243,23662,56342
2011-06-09,25665,9957,262,23182,59066
2011-06-10,37331,8897,395,24436,71059
2011-06-11,42304,6393,412,21048,70157
2011-06-12,35546,1575,405,8435,45961
2011-06-13,33303,2011,363,8338,44015
2011-06-14,27964,10576,254,25101,63895
2011-06-15,25169,10337,261,23596,59363
2011-06-16,26669,10069,282,23105,60125
2011-06-17,34384,8587,324,22320,65615
2011-06-18,46481,6185,542,18300,71508
2011-06-19,40006,2031,393,9538,51968
2011-06-20,26098,8634,275,20736,55743
2011-06-21,25021,10243,242,23434,58940
2011-06-22,33638,10812,410,25929,70789
2011-06-23,34585,2692,647,11381,49305
2011-06-24,36927,9493,446,24133,70999
2011-06-25,46130,5549,672,17582,69933
2011-06-26,49297,2101,837,12375,64610
2011-06-27,26385,8599,364,20266,55614
2011-06-28,22362,10114,237,22290,55003
2011-06-29,23230,10272,267,23066,56835
2011-06-30,28406,9667,434,22037,60544
2011-07-01,34927,8441,390,21780,65538
2011-07-02,42907,4167,540,14193,61807
2011-07-03,39666,1910,524,9116,51216
2011-07-04,26606,9351,326,21776,58059
2011-07-05,23784,9945,313,22588,56630
2011-07-06,26362,10431,309,23171,60273
2011-07-07,28762,9813,312,22629,61516
2011-07-08,38347,8707,412,22309,69775
2011-07-09,45513,4183,496,14806,64998
2011-07-10,42369,2018,497,10227,55111
2011-07-11,28942,9371,316,21951,60580
2011-07-12,25212,10027,309,22385,57933
2011-07-13,25422,10879,236,24590,61127
2011-07-14,29317,10213,349,23241,63120
2011-07-15,37818,8777,382,23583,70560
2011-07-16,47856,4074,530,15139,67599
2011-07-17,43071,1991,519,10501,56082
2011-07-18,28845,9149,285,22504,60783
2011-07-19,25296,10101,268,23196,58861
2011-07-20,26546,10408,260,24254,61468
2011-07-21,29613,9986,255,23817,63671
2011-07-22,38550,8703,335,22237,69825
2011-07-23,49441,4023,349,15763,69576
2011-07-24,43245,2036,410,11072,56763
2011-07-25,29094,9315,290,23094,61793
2011-07-26,26508,9799,252,22808,59367
2011-07-27,29205,10390,250,24190,64035
2011-07-28,32523,9827,224,23642,66216
2011-07-29,39104,8473,317,22625,70519
2011-07-30,50894,4109,435,15455,70893
2011-07-31,46169,1899,451,11302,59821
2011-08-01,32441,9621,300,23983,66345
2011-08-02,28459,9797,350,22712,61318
2011-08-03,29523,10021,321,23523,63388
2011-08-04,33063,9499,298,23361,66221
2011-08-05,40075,8227,397,21966,70665
2011-08-06,51483,3120,487,13150,68240
2011-08-07,43784,1921,481,10361,56547
2011-08-08,34165,8479,354,20388,63386
2011-08-09,27914,8527,250,20847,57538
2011-08-10,30431,8273,254,20690,59648
2011-08-11,34835,7665,317,19922,62739
2011-08-12,45025,6582,565,19232,71404
2011-08-13,54692,2996,552,13335,71575
2011-08-14,46256,1595,623,10267,58741
2011-08-15,39103,1973,625,9651,51352
2011-08-16,31903,7115,342,17895,57255
2011-08-17,31234,7100,362,17647,56343
2011-08-18,32912,6980,358,18563,58813
2011-08-19,41176,6664,417,18515,66772
2011-08-20,51263,3026,513,13905,68707
2011-08-21,47839,1866,569,11585,61859
2011-08-22,31484,7210,285,18717,57696
2011-08-23,27547,8401,299,20011,56258
2011-08-24,29774,8756,283,21307,60120
2011-08-25,32345,8442,352,21208,62347
2011-08-26,39485,7710,453,20479,68127
2011-08-27,51869,3908,467,15462,71706
2011-08-28,48134,1996,600,11326,62056
2011-08-29,29690,8327,283,20250,58550
2011-08-30,28224,8900,338,20760,58222
2011-08-31,30090,9644,279,23089,63102
2011-09-01,33761,9184,312,22536,65793
2011-09-02,40113,8123,340,21641,70217
2011-09-03,52542,5341,576,18400,76859
2011-09-04,49780,2167,477,11378,63802
2011-09-05,30356,8664,279,21176,60475
2011-09-06,25822,10039,292,23866,60019
2011-09-07,27231,10230,282,24449,62192
2011-09-08,31516,9623,414,23683,65236
2011-09-09,39342,8314,430,21936,70022
2011-09-10,50400,5688,639,18289,75016
2011-09-11,49451,2184,639,11530,63804
2011-09-12,28837,8458,320,20320,57935
2011-09-13,23796,9744,319,22092,55951
2011-09-14,26402,11025,214,24445,62086
2011-09-15,30293,10200,246,22263,63002
2011-09-16,38247,8744,301,21729,69021
2011-09-17,41351,5362,503,15954,63170
2011-09-18,39446,3244,561,12498,55749
2011-09-19,27971,10414,297,22964,61646
2011-09-20,24556,10970,221,22825,58572
2011-09-21,26013,10678,215,23953,60859
2011-09-22,29539,10404,210,22482,62635
2011-09-23,39011,8738,282,22236,70267
2011-09-24,42895,5823,505,16933,66156
2011-09-25,45292,3605,635,14415,63947
2011-09-26,27486,10355,296,23051,61188
2011-09-27,25221,11072,219,23322,59834
2011-09-28,27601,11216,245,25283,64345
2011-09-29,32178,10666,271,22753,65868
2011-09-30,43037,9205,471,25868,78581
2011-10-01,43383,6816,552,19750,70501
2011-10-02,44016,2376,366,11753,58511
2011-10-03,48817,2972,385,11657,63831
2011-10-04,28319,10856,276,23745,63196
2011-10-05,30810,10770,319,22037,63936
2011-10-06,30149,10081,205,25092,65527
2011-10-07,39449,8693,344,20965,69451
2011-10-08,37046,6137,334,15987,59504
2011-10-09,38584,2097,303,8940,49924
2011-10-10,26541,8673,293,19681,55188
2011-10-11,25326,10120,239,21958,57643
2011-10-12,25977,10432,170,22687,59266
2011-10-13,25723,9745,181,20761,56410
2011-10-14,32385,8788,255,21267,62695
2011-10-15,32926,5580,205,15283,53994
2011-10-16,35546,1885,231,8341,46003
2011-10-17,23652,8671,182,19566,52071
2011-10-18,20583,9671,177,20903,51334
2011-10-19,21280,10162,203,22118,53763
2011-10-20,23756,9782,187,20807,54532
2011-10-21,30300,8349,205,19519,58373
2011-10-22,29869,5474,145,14300,49788
2011-10-23,30981,1575,141,7055,39752
2011-10-24,21228,8371,144,18528,48271
2011-10-25,20268,10664,156,22869,53957
2011-10-26,25057,3817,149,9818,38841
2011-10-27,22665,12019,169,25237,60090
2011-10-28,33345,8258,189,20626,62418
2011-10-29,35406,5585,209,15307,56507
2011-10-30,33061,1451,167,6832,41511
2011-10-31,27168,6730,204,15894,49996
2011-11-01,31338,1965,141,7468,40912
2011-11-02,27622,9550,184,21837,59193
2011-11-03,24539,9696,157,21628,56020
2011-11-04,28341,8684,166,20333,57524
2011-11-05,25441,5710,119,14503,45773
2011-11-06,26369,1355,118,6126,33968
2011-11-07,20959,8196,145,17957,47257
2011-11-08,19561,9751,144,20903,50359
2011-11-09,20526,10193,126,21800,52645
2011-11-10,21797,9710,121,20841,52469
2011-11-11,26642,8552,138,18946,54278
2011-11-12,22040,5223,133,12662,40058
2011-11-13,25038,1383,75,5571,32067
2011-11-14,20321,8075,92,17950,46438
2011-11-15,19151,9464,97,20164,48876
2011-11-16,22217,9976,139,21474,53806
2011-11-17,22369,9418,125,20663,52575
2011-11-18,26447,8025,143,18684,53299
2011-11-19,23330,5022,121,12491,40964
2011-11-20,26859,1344,100,5846,34149
2011-11-21,20068,8007,109,17704,45888
2011-11-22,18777,9441,94,19981,48293
2011-11-23,20004,9860,102,20883,50849
2011-11-24,22181,9336,121,20161,51799
2011-11-25,25917,7783,113,18214,52027
2011-11-26,21999,5261,112,12437,39809
2011-11-27,24495,1363,103,5251,31212
2011-11-28,20343,8011,110,17343,45807
2011-11-29,18418,9521,112,20209,48260
2011-11-30,20367,10081,118,21412,51978
2011-12-01,22217,9475,133,20333,52158
2011-12-02,26932,8181,154,18651,53918
2011-12-03,23946,5654,165,12846,42611
2011-12-04,24664,1551,129,5314,31658
2011-12-05,20129,8671,118,18631,47549
2011-12-06,18202,10210,88,21477,49977
2011-12-07,23547,10490,134,22712,56883
2011-12-08,26222,4072,158,10901,41353
2011-12-09,27052,9048,132,20230,56462
2011-12-10,29690,5652,142,13541,49025
2011-12-11,34787,1836,144,6857,43624
2011-12-12,22210,8194,137,17758,48299
2011-12-13,20810,10383,122,21669,52984
2011-12-14,22106,10503,139,22226,54974
2011-12-15,24949,9986,152,21472,56559
2011-12-16,31140,8651,191,19750,59732
2011-12-17,31161,6063,112,15006,52342
2011-12-18,30730,1743,103,7555,40131
2011-12-19,22484,8440,97,19565,50586
2011-12-20,20961,9705,128,21863,52657
2011-12-21,21550,9862,86,22537,54035
2011-12-22,28158,7932,85,19112,55287
2011-12-23,41220,5526,179,14953,61878
2011-12-24,24539,1758,109,5727,32133
2011-12-25,25122,638,75,4018,29853
2011-12-26,39719,1426,144,7206,48495
2011-12-27,35377,4832,132,13769,54110
2011-12-28,36040,4952,121,14212,55325
2011-12-29,32437,4975,101,14058,51571
2011-12-30,45316,4433,95,15760,65604
2011-12-31,33169,2091,102,10310,45672
2012-01-01,38043,1101,99,6565,45808
2012-01-02,53512,5143,147,16248,75050
2012-01-03,37695,5985,113,15809,59602
2012-01-04,30846,6251,130,15591,52818
2012-01-05,31539,6154,101,15756,53550
2012-01-06,36974,2611,88,10133,49806
2012-01-07,56521,4877,136,17935,79469
2012-01-08,41449,1827,104,9306,52686
2012-01-09,22068,7891,118,17534,47611
2012-01-10,19721,9934,114,20903,50672
2012-01-11,26136,10079,120,22003,58338
2012-01-12,27036,9160,118,21481,57795
2012-01-13,34072,7989,166,19091,61318
2012-01-14,52531,6476,131,19333,78471
2012-01-15,45221,1788,110,8687,55806
2012-01-16,23926,7959,130,17878,49893
2012-01-17,20574,9427,103,20974,51078
2012-01-18,25132,9817,131,22241,57321
2012-01-19,23719,9282,115,21306,54422
2012-01-20,32248,8184,156,21135,61723
2012-01-21,47600,6789,61,20000,74450
2012-01-22,39051,1985,135,8688,49859
2012-01-23,22214,8296,107,18577,49194
2012-01-24,17895,9297,72,20652,47916
2012-01-25,24186,9524,158,21743,55611
2012-01-26,27833,8898,264,21343,58338
2012-01-27,38182,8123,361,20467,67133
2012-01-28,59377,6572,259,19972,86180
2012-01-29,42446,1800,248,10536,55030
2012-01-30,22539,8080,91,19142,49852
2012-01-31,22658,9497,132,20709,52996
2012-02-01,24451,9593,161,21405,55610
2012-02-02,23503,8929,117,20639,53188
2012-02-03,36900,8544,179,20716,66339
2012-02-04,59589,6409,178,19557,85733
2012-02-05,39675,1875,132,8100,49782
2012-02-06,21592,7970,117,17472,47151
2012-02-07,18726,9247,135,19742,47850
2012-02-08,23139,10190,145,21738,55212
2012-02-09,23806,9259,199,20529,53793
2012-02-10,37993,8323,163,20629,67108
2012-02-11,59312,6463,201,18617,84593
2012-02-12,42953,1658,152,7715,52478
2012-02-13,21625,7996,118,17645,47384
2012-02-14,19092,9309,142,19531,48074
2012-02-15,17542,10128,103,22369,50142
2012-02-16,23596,9670,100,22135,55501
2012-02-17,42374,8435,131,21915,72855
2012-02-18,64979,6206,96,20966,92247
2012-02-19,40010,1666,105,9067,50848
2012-02-20,24569,8220,80,19636,52505
2012-02-21,29068,9352,122,22384,60926
2012-02-22,33612,9883,126,23001,66622
2012-02-23,29655,9157,138,21124,60074
2012-02-24,48334,8231,146,22102,78813
2012-02-25,64910,6495,124,19447,90976
2012-02-26,44645,1766,90,8953,55454
2012-02-27,22788,8028,108,17696,48620
2012-02-28,20863,9561,83,20276,50783
2012-02-29,24559,9921,109,21513,56102
2012-03-01,29006,9538,110,21796,60450
2012-03-02,40464,8540,166,21908,71078
2012-03-03,61996,6555,157,20138,88846
2012-03-04,46121,1820,152,8810,56903
2012-03-05,23141,8636,108,19221,51106
2012-03-06,20802,9839,103,21608,52352
