## location: Lindau
## highway: A96
## id: 9250
date,pkw,lkw,mot,various,total
2011-10-21,21039,4704,389,11211,37343
2011-10-22,17894,1360,345,4907,24506
2011-10-23,18849,517,344,3432,23142
2011-10-24,15277,5214,342,11506,32339
2011-10-25,14877,5749,293,12262,33181
2011-10-26,19728,1350,361,4838,26277
2011-10-27,16285,6143,342,13248,36018
2011-10-28,22483,4819,464,11619,39385
2011-10-29,19490,1447,446,5447,26830
2011-10-30,17753,431,396,3198,21778
2011-10-31,17098,4215,329,9794,31436
2011-11-01,17124,550,333,3267,21274
2011-11-02,17009,5469,324,12090,34892
2011-11-03,15675,5689,341,12283,33988
2011-11-04,19495,4945,377,11503,36320
2011-11-05,17427,1340,325,4637,23729
2011-11-06,19078,437,395,3038,22948
2011-11-07,14783,4953,257,10789,30782
2011-11-08,13400,5259,234,11211,30104
2011-11-09,14151,5457,238,11569,31415
2011-11-10,14826,5285,289,11466,31866
2011-11-11,18071,4547,342,10611,33571
2011-11-12,14076,1139,291,3979,19485
2011-11-13,15189,360,322,2746,18617
2011-11-14,14307,4948,266,10830,30351
2011-11-15,13234,5313,220,11262,30029
2011-11-16,13939,5421,259,11580,31199
2011-11-17,14989,5272,267,11424,31952
2011-11-18,18566,4385,376,10355,33682
2011-11-19,14133,1241,252,4175,19801
2011-11-20,15507,389,287,2659,18842
2011-11-21,14553,4903,258,10807,30521
2011-11-22,13487,5400,259,11488,30634
2011-11-23,14224,5408,276,11603,31511
2011-11-24,15241,5259,294,11487,32281
2011-11-25,19401,4541,361,10747,35050
2011-11-26,14974,1317,296,4260,20847
2011-11-27,16752,471,304,3009,20536
2011-11-28,15142,5083,301,11135,31661
2011-11-29,13720,5265,272,11201,30458
2011-11-30,13926,5383,276,11540,31125
2011-12-01,15288,5288,266,11575,32417
2011-12-02,19080,4702,368,10844,34994
2011-12-03,16174,1474,302,4668,22618
2011-12-04,16188,621,271,3138,20218
2011-12-05,14690,5123,294,11164,31271
2011-12-06,13150,5355,253,11332,30090
2011-12-07,16121,5731,335,12510,34697
2011-12-08,19924,1439,282,4789,26434
2011-12-09,20469,4839,402,11244,36954
2011-12-10,16925,1446,319,4796,23486
2011-12-11,20589,691,367,3841,25488
2011-12-12,15656,4945,287,10910,31798
2011-12-13,14461,5337,246,11439,31483
2011-12-14,15066,5448,288,11805,32607
2011-12-15,16374,5227,326,11651,33578
2011-12-16,20027,4595,473,10989,36084
2011-12-17,18185,1334,426,4784,24729
2011-12-18,17415,603,387,3439,21844
2011-12-19,14989,4624,230,10261,30104
2011-12-20,13016,4590,237,9660,27503
2011-12-21,15557,4902,331,10891,31681
2011-12-22,19879,4030,366,9906,34181
2011-12-23,23153,2692,458,8002,34305
2011-12-24,14939,417,365,2765,18486
2011-12-25,13411,157,463,2386,16417
2011-12-26,20777,363,619,3875,25634
2011-12-27,20924,2092,541,7009,30566
2011-12-28,20789,2128,421,6757,30095
2011-12-29,20655,2037,518,6454,29664
2011-12-30,24448,1599,524,6254,32825
2011-12-31,18202,505,339,3702,22748
2012-01-01,20298,294,433,3309,24334
2012-01-02,25351,2462,428,8244,36485
2012-01-03,19687,2967,337,8013,31004
2012-01-04,17438,3279,390,8259,29366
2012-01-05,18276,3151,386,8199,30012
2012-01-06,20200,655,400,4085,25340
2012-01-07,26741,1066,509,5863,34179
2012-01-08,20639,532,408,3883,25462
2012-01-09,14105,4232,274,9508,28119
2012-01-10,13009,4783,255,10336,28383
2012-01-11,14982,4848,285,10603,30718
2012-01-12,15977,4780,302,10848,31907
2012-01-13,19891,4088,496,10346,34821
2012-01-14,22435,1434,463,5951,30283
2012-01-15,21917,475,421,3893,26706
2012-01-16,15233,4483,306,9914,29936
2012-01-17,14280,4881,285,10469,29915
2012-01-18,15253,4942,310,10920,31425
2012-01-19,15341,4838,358,10816,31353
2012-01-20,20873,4109,469,10280,35731
2012-01-21,21344,1382,442,5487,28655
2012-01-22,19174,545,426,3768,23913
2012-01-23,14414,4628,273,10287,29602
2012-01-24,13662,5146,242,11151,30201
2012-01-25,15815,5212,366,11644,33037
2012-01-26,16886,4810,365,10981,33042
2012-01-27,22091,4363,540,11086,38080
2012-01-28,23986,1468,509,6216,32179
2012-01-29,22164,532,464,4229,27389
2012-01-30,15436,4725,392,10464,31017
2012-01-31,14692,4938,306,10540,30476
2012-02-01,14597,5067,268,11053,30985
2012-02-02,14696,4597,333,10287,29913
2012-02-03,19495,4144,469,10322,34430
2012-02-04,21940,1423,451,5809,29623
2012-02-05,18674,482,395,3571,23122
2012-02-06,14299,4155,334,9527,28315
2012-02-07,12416,4700,281,10167,27564
2012-02-08,14265,4992,350,10784,30391
2012-02-09,15123,4630,350,10447,30550
2012-02-10,20577,4114,441,10269,35401
2012-02-11,23630,1513,551,6121,31815
2012-02-12,19600,480,321,3600,24001
2012-02-13,14563,4425,294,9833,29115
2012-02-14,12870,4636,304,9846,27656
2012-02-15,12576,4630,318,9826,27350
2012-02-16,15405,4895,373,10815,31488
2012-02-17,23448,4099,595,10808,38950
2012-02-18,23251,1770,263,6952,32236
2012-02-19,17687,437,465,3738,22327
2012-02-20,15827,4411,303,10078,30619
2012-02-21,16646,4534,309,10613,32102
2012-02-22,17136,4768,266,10999,33169
2012-02-23,16847,4929,340,11122,33238
2012-02-24,24668,4120,494,11172,40454
2012-02-25,26838,1894,250,7706,36688
2012-02-26,22330,545,507,4162,27544
2012-02-27,15313,4652,258,10471,30694
2012-02-28,14750,5053,295,11056,31154
2012-02-29,16438,5285,328,11797,33848
2012-03-01,17374,5064,384,11476,34298
2012-03-02,23447,4363,537,11349,39696
2012-03-03,24832,1996,305,7310,34443
2012-03-04,23114,599,485,4509,28707
2012-03-05,15755,4730,339,10546,31370
2012-03-06,14391,5186,263,11281,31121
2012-03-07,16390,5341,319,11768,33818
2012-03-08,16770,5194,386,11627,33977
2012-03-09,23444,4705,511,11725,40385
2012-03-10,26149,1738,412,6642,34941
2012-03-11,24172,566,462,4227,29427
2012-03-12,15828,4868,321,11082,32099
2012-03-13,16946,5332,346,11899,34523
2012-03-14,18385,5431,376,12258,36450
2012-03-15,18309,5205,409,11830,35753
2012-03-16,23471,4646,505,11650,40272
2012-03-17,25211,1568,540,6497,33816
2012-03-18,23541,609,545,4400,29095
2012-03-19,16958,4930,410,11020,33318
2012-03-20,14850,5319,324,11504,31997
2012-03-21,16458,5404,332,11722,33916
2012-03-22,17543,5216,386,11703,34848
2012-03-23,22395,4595,490,11419,38899
2012-03-24,22985,1584,561,6228,31358
2012-03-25,22159,538,414,4055,27166
2012-03-26,16133,5034,359,11272,32798
2012-03-27,15025,5468,323,11755,32571
2012-03-28,16264,5341,316,11865,33786
2012-03-29,17083,5515,340,12198,35136
2012-03-30,22130,4697,472,11935,39234
2012-03-31,22749,1905,384,7363,32401
2012-04-01,22441,622,523,4312,27898
2012-04-02,16677,5151,394,11729,33951
2012-04-03,16599,5926,343,12789,35657
2012-04-04,19065,5769,374,13246,38454
2012-04-05,25268,5433,529,13445,44675
2012-04-06,25413,1121,629,5915,33078
2012-04-07,22182,1304,504,5811,29801
2012-04-08,16780,305,317,2904,20306
2012-04-09,27327,601,503,4915,33346
2012-04-10,21146,5037,410,12173,38766
2012-04-11,16717,5636,334,12494,35181
2012-04-12,17197,5711,340,12735,35983
2012-04-13,20533,4895,388,11924,37740
2012-04-14,20539,1620,376,6114,28649
2012-04-15,18542,588,354,3517,23001
2012-04-16,15952,5207,323,11537,33019
2012-04-17,15399,5539,334,11895,33167
2012-04-18,15734,5716,319,12492,34261
2012-04-19,16874,5479,315,12158,34826
2012-04-20,20744,4753,434,11402,37333
2012-04-21,18282,1404,420,5062,25168
2012-04-22,17992,525,337,3293,22147
2012-04-23,15262,5122,285,11309,31978
2012-04-24,13815,5489,322,11649,31275
2012-04-25,14890,5740,332,12255,33217
2012-04-26,16829,5357,376,11897,34459
2012-04-27,23014,4864,509,12049,40436
2012-04-28,20500,1486,529,5749,28264
2012-04-29,19296,587,448,3454,23785
2012-04-30,17917,4495,540,10400,33352
2012-05-01,19340,682,448,3788,24258
2012-05-02,16328,5511,358,12027,34224
2012-05-03,15618,5721,326,12344,34009
2012-05-04,20057,5107,451,11914,37529
2012-05-05,17953,1456,401,5125,24935
2012-05-06,17992,593,417,3591,22593
2012-05-07,15712,5114,405,11282,32513
2012-05-08,15283,5528,354,11904,33069
2012-05-09,15228,5517,365,11920,33030
2012-05-10,16583,5587,391,12247,34808
2012-05-11,19976,5000,474,11857,37307
2012-05-12,16793,1404,353,4992,23542
2012-05-13,17768,583,431,3257,22039
2012-05-14,16082,5344,413,11617,33456
2012-05-15,14936,5769,344,12341,33390
2012-05-16,22084,5743,557,13410,41794
2012-05-17,20739,754,812,4272,26577
2012-05-18,19103,4597,517,10862,35079
2012-05-19,18990,1396,675,5105,26166
2012-05-20,24255,979,684,5402,31320
2012-05-21,16946,5262,403,11648,34259
2012-05-22,14758,5615,344,12185,32902
2012-05-23,15389,5632,371,12287,33679
2012-05-24,17745,5562,464,12236,36007
2012-05-25,23234,5012,677,13049,41972
2012-05-26,23369,1586,1020,7024,32999
2012-05-27,18264,421,856,3607,23148
2012-05-28,22987,683,934,4617,29221
2012-05-29,17930,5400,485,12298,36113
2012-05-30,15336,5778,440,12424,33978
2012-05-31,16145,5441,400,12088,34074
2012-06-01,20164,4922,533,11770,37389
2012-06-02,21055,1609,712,6241,29617
2012-06-03,18042,589,531,3678,22840
2012-06-04,16107,5176,398,11658,33339
2012-06-05,15090,5653,393,12380,33516
2012-06-06,19118,5624,574,13068,38384
2012-06-07,18896,834,994,4703,25427
2012-06-08,20000,5021,572,12069,37662
2012-06-09,20942,1459,747,6196,29344
2012-06-10,22736,742,1120,4720,29318
2012-06-11,16561,5232,447,11653,33893
2012-06-12,14208,5509,346,12198,32261
2012-06-13,15417,5646,384,12256,33703
2012-06-14,17212,5461,484,12219,35376
2012-06-15,20953,4841,722,11663,38179
2012-06-16,18483,1541,770,5379,26173
2012-06-17,19970,671,777,4020,25438
2012-06-18,16075,5133,487,11594,33289
2012-06-19,14838,5588,431,11951,32808
2012-06-20,16012,5639,393,12310,34354
2012-06-21,17473,5465,542,12195,35675
2012-06-22,21571,4833,807,11622,38833
2012-06-23,20253,1500,841,5500,28094
2012-06-24,22035,690,876,4146,27747
2012-06-25,17449,5069,475,11442,34435
2012-06-26,16048,5564,432,12245,34289
2012-06-27,16512,5624,496,12424,35056
2012-06-28,18043,5457,557,12082,36139
2012-06-29,22000,4720,698,11801,39219
2012-06-30,21166,1500,716,5839,29221
2012-07-01,22371,650,688,4106,27815
2012-07-02,18234,5082,503,11610,35429
2012-07-03,16287,5574,435,12055,34351
2012-07-04,17020,5707,409,12597,35733
2012-07-05,18461,5480,547,12486,36974
2012-07-06,24091,4770,680,11913,41454
2012-07-07,23880,1376,659,6073,31988
2012-07-08,24040,736,797,4748,30321
2012-07-09,19549,5162,491,12080,37282
2012-07-10,17498,5439,501,12230,35668
2012-07-11,18779,5583,465,12542,37369
2012-07-12,20733,5617,491,12879,39720
2012-07-13,25200,4752,691,12122,42765
2012-07-14,25688,1285,580,5936,33489
2012-07-15,24613,704,590,4466,30373
2012-07-16,19325,5506,447,12450,37728
2012-07-17,18028,5535,479,12164,36206
2012-07-18,18386,5560,577,12602,37125
2012-07-19,19189,5065,554,12219,37027
2012-07-20,23116,4515,542,11225,39398
2012-07-21,24753,1338,551,5988,32630
2012-07-22,24819,647,702,4638,30806
2012-07-23,19965,4964,547,11609,37085
2012-07-24,18052,5047,550,11471,35120
2012-07-25,18439,5174,497,11887,35997
2012-07-26,20510,4934,611,11856,37911
2012-07-27,24120,4265,760,11400,40545
2012-07-28,26446,1192,678,6043,34359
2012-07-29,25093,648,652,4701,31094
2012-07-30,20715,4666,513,11189,37083
2012-07-31,20243,4783,569,11508,37103
2012-08-01,19649,3788,541,9581,33559
2012-08-02,20592,4601,607,11223,37023
2012-08-03,23731,4060,710,10824,39325
2012-08-04,27330,1114,781,6040,35265
2012-08-05,25023,843,581,5439,31886
2012-08-06,19603,4498,520,10884,35505
2012-08-07,19166,4785,552,11160,35663
2012-08-08,19866,4657,588,11202,36313
2012-08-09,21346,4542,618,11370,37876
2012-08-10,24458,4068,755,11177,40458
2012-08-11,25333,1472,559,6762,34126
2012-08-12,27907,749,954,5441,35051
2012-08-13,20758,4539,603,10979,36879
2012-08-14,19135,4707,623,11116,35581
2012-08-15,19148,1108,673,4824,25753
2012-08-16,20045,4871,505,11714,37135
2012-08-17,24451,4183,755,11205,40594
2012-08-18,25570,1269,676,6255,33770
2012-08-19,26474,707,975,5468,33624
2012-08-20,19064,4475,567,10867,34973
2012-08-21,17000,4949,490,11297,33736
2012-08-22,17571,4969,522,11783,34845
2012-08-23,18506,4861,554,11647,35568
2012-08-24,21649,4364,602,11273,37888
2012-08-25,24409,1162,655,5946,32172
2012-08-26,23453,774,687,5037,29951
2012-08-27,19638,4834,510,11492,36474
2012-08-28,17885,5250,485,12176,35796
2012-08-29,19325,5315,545,12520,37705
2012-08-30,20433,5229,481,12475,38618
2012-08-31,24140,4468,539,11934,41081
2012-09-01,25416,1544,629,6759,34348
2012-09-02,23977,677,595,4689,29938
2012-09-03,18371,5092,506,11900,35869
2012-09-04,16431,5362,483,12078,34354
2012-09-05,17151,5324,453,12251,35179
2012-09-06,18898,5337,532,12452,37219
2012-09-07,23248,4739,760,12081,40828
2012-09-08,26018,1632,884,6899,35433
2012-09-09,25795,774,1011,5278,32858
2012-09-10,19019,5060,544,11946,36569
2012-09-11,16172,5383,440,11942,33937
2012-09-12,16618,5553,395,12375,34941
2012-09-13,17682,5364,491,12076,35613
2012-09-14,22071,4865,585,12026,39547
2012-09-15,21637,1525,625,5835,29622
2012-09-16,24939,722,794,4713,31168
2012-09-17,17618,5142,434,11601,34795
2012-09-18,15870,5383,401,11871,33525
2012-09-19,16400,5399,343,11897,34039
2012-09-20,18137,5274,402,12121,35934
2012-09-21,22433,4801,582,11888,39704
2012-09-22,20848,1614,448,5838,28748
2012-09-23,24600,820,577,4776,30773
2012-09-24,17832,5123,361,11582,34898
2012-09-25,16463,5463,419,12255,34600
2012-09-26,17320,5483,340,12299,35442
2012-09-27,18822,5407,371,12323,36923
2012-09-28,24520,5010,547,12476,42553
2012-09-29,22324,1803,448,6443,31018
2012-09-30,24513,804,494,4851,30662
2012-10-01,17219,5099,360,11468,34146
2012-10-02,16654,5972,381,13052,36059
2012-10-03,19151,1501,606,5747,27005
2012-10-04,17874,6110,362,13243,37589
2012-10-05,23131,4914,444,11964,40453
2012-10-06,23281,1712,587,6308,31888
2012-10-07,23815,771,494,4744,29824
2012-10-08,17451,5048,316,11476,34291
2012-10-09,14871,5469,301,11674,32315
2012-10-10,15290,5480,292,11886,32948
2012-10-11,17391,5427,302,11845,34965
2012-10-12,20757,4729,411,11384,37281
2012-10-13,19226,1395,361,4945,25927
2012-10-14,20629,548,341,3675,25193
2012-10-15,16600,4787,307,11093,32787
2012-10-16,15981,5170,263,11485,32899
2012-10-17,17030,5375,347,11957,34709
2012-10-18,18381,5153,314,11661,35509
2012-10-19,22129,4742,495,11415,38781
2012-10-20,19160,1321,465,5093,26039
2012-10-21,21175,557,502,3734,25968
2012-10-22,14499,4757,273,10482,30011
2012-10-23,14285,5498,299,11809,31891
2012-10-24,14700,5603,271,12263,32837
2012-10-25,17294,5647,289,12459,35689
2012-10-26,23810,1216,385,5504,30915
2012-10-27,15267,1499,325,5059,22150
2012-10-28,16756,508,381,3209,20854
2012-10-29,14672,5421,307,11877,32277
2012-10-30,14277,5584,241,12106,32208
2012-10-31,19014,5307,331,12264,36916
2012-11-01,15781,540,253,3175,19749
2012-11-02,18895,3990,296,9757,32938
2012-11-03,18500,1221,342,4542,24605
2012-11-04,22180,523,337,3764,26804
2012-11-05,15377,4853,231,10872,31333
2012-11-06,12907,5461,228,11647,30243
2012-11-07,13676,5483,222,11877,31258
2012-11-08,14251,5281,204,11560,31296
2012-11-09,18071,4721,300,10921,34013
2012-11-10,14935,1267,247,4278,20727
2012-11-11,14381,359,231,2582,17553
2012-11-12,14259,4956,222,10890,30327
2012-11-13,13434,5388,241,11688,30751
2012-11-14,13785,5460,255,11706,31206
2012-11-15,15217,5125,247,11454,32043
2012-11-16,18675,4516,309,10771,34271
2012-11-17,14403,1203,257,4125,19988
2012-11-18,15416,333,259,2742,18750
2012-11-19,14243,4953,230,10971,30397
2012-11-20,13031,5332,234,11543,30140
2012-11-21,13548,5312,254,11720,30834
2012-11-22,14596,5122,223,11392,31333
2012-11-23,18203,4405,292,10631,33531
2012-11-24,14613,1207,229,4359,20408
2012-11-25,15536,402,221,2701,18860
2012-11-26,14509,4953,270,10961,30693
2012-11-27,13347,5238,211,11402,30198
2012-11-28,13933,5245,221,11601,31000
2012-11-29,13884,4911,274,10702,29771
2012-11-30,18752,4453,389,10508,34102
2012-12-01,15777,1491,238,4630,22136
2012-12-02,16004,593,273,3115,19985
2012-12-03,14580,4912,292,10737,30521
2012-12-04,13046,5251,271,11386,29954
2012-12-05,13409,5551,278,11806,31044
2012-12-06,14244,5093,315,11181,30833
2012-12-07,18763,4508,510,10738,34519
2012-12-08,15655,1013,360,3894,20922
2012-12-09,18317,712,432,3823,23284
2012-12-10,14505,4882,316,10840,30543
2012-12-11,12177,4692,289,9946,27104
2012-12-12,14638,5497,297,11849,32281
2012-12-13,16084,5059,321,11361,32825
2012-12-14,20501,4480,462,11058,36501
2012-12-15,18206,1607,300,5406,25519
2012-12-16,18563,617,350,3844,23374
2012-12-17,15819,4842,257,10943,31861
2012-12-18,14628,5368,322,11768,32086
2012-12-19,16635,5180,359,11873,34047
2012-12-20,18497,4770,424,11307,34998
2012-12-21,24297,3226,461,9352,37336
2012-12-22,24296,1247,323,5953,31819
2012-12-23,17668,300,286,3131,21385
2012-12-24,10037,448,176,2088,12749
2012-12-25,12528,160,262,2051,15001
2012-12-26,18841,336,386,3620,23183
2012-12-27,19821,1809,366,6269,28265
2012-12-28,22556,1760,446,6438,31200
2012-12-29,24028,1134,278,5739,31179
2012-12-30,21711,395,395,3880,26381
2012-12-31,13313,478,261,2662,16714
2013-01-01,18171,277,362,3076,21886
2013-01-02,22999,2205,489,7487,33180
2013-01-03,20005,2777,418,7946,31146
2013-01-04,21866,2786,364,8341,33357
2013-01-05,29297,1267,406,6859,37829
2013-01-06,23623,515,411,4484,29033
2013-01-07,13940,3987,272,9131,27330
2013-01-08,12940,4566,269,9916,27691
2013-01-09,13930,4717,283,10595,29525
2013-01-10,14262,4520,325,10195,29302
2013-01-11,18918,3962,411,9964,33255
2013-01-12,22617,1405,455,5920,30397
2013-01-13,18059,457,362,3463,22341
2013-01-14,13644,4220,259,9530,27653
2013-01-15,13449,4805,274,10482,29010
2013-01-16,14017,5008,265,10943,30233
2013-01-17,13400,4316,241,9502,27459
2013-01-18,20106,4188,446,10390,35130
2013-01-19,22555,1505,495,5968,30523
2013-01-20,18754,468,398,3667,23287
2013-01-21,13555,4357,260,9734,27906
2013-01-22,13111,4907,266,10732,29016
2013-01-23,14825,4949,289,11034,31097
2013-01-24,15416,4759,322,10943,31440
2013-01-25,21131,4121,466,10676,36394
2013-01-26,24401,1432,416,6048,32297
2013-01-27,20922,506,430,4209,26067
2013-01-28,14207,4582,286,10204,29279
2013-01-29,13149,4807,257,10547,28760
2013-01-30,14991,5152,305,11662,32110
2013-01-31,16424,5018,352,11337,33131
2013-02-01,20297,4367,525,10790,35979
2013-02-02,21819,1426,543,6196,29984
2013-02-03,19062,506,429,3737,23734
2013-02-04,13002,4137,280,9423,26842
2013-02-05,13714,5094,284,11121,30213
2013-02-06,14108,5183,286,11379,30956
2013-02-07,14318,4705,264,10653,29940
2013-02-08,17269,3693,338,9446,30746
2013-02-09,19451,1818,150,6732,28151
2013-02-10,19749,467,525,3945,24686
2013-02-11,15426,4285,335,9966,30012
2013-02-12,14340,4321,321,9924,28906
2013-02-13,15809,4746,401,10890,31846
2013-02-14,17130,4528,291,10455,32404
2013-02-15,22543,3995,478,10785,37801
2013-02-16,23407,1674,225,6683,31989
2013-02-17,23158,445,481,4422,28506
2013-02-18,15683,4539,280,10232,30734
2013-02-19,13633,4968,271,10900,29772
2013-02-20,14205,5144,281,11497,31127
2013-02-21,16092,4989,342,11246,32669
2013-02-22,21959,4265,498,10966,37688
2013-02-23,28131,1851,540,7141,37663
2013-02-24,21558,587,457,4262,26864
2013-02-25,15143,4468,301,10177,30089
2013-02-26,14334,4861,278,10676,30149
2013-02-27,15819,5057,370,11405,32651
2013-02-28,17147,4712,314,10938,33111
2013-03-01,23121,4391,440,11507,39459
2013-03-02,23552,1945,211,6984,32692
2013-03-03,25234,570,530,4921,31255
2013-03-04,16053,4706,321,10832,31912
2013-03-05,15510,5094,333,11356,32293
2013-03-06,16316,5201,349,11745,33611
2013-03-07,17382,5026,357,11774,34539
2013-03-08,23240,4340,512,11174,39266
2013-03-09,26382,1749,446,6798,35375
2013-03-10,23580,566,363,4529,29038
2013-03-11,15622,4818,271,10807,31518
2013-03-12,14435,5323,301,11696,31755
2013-03-13,15906,5312,368,11818,33404
2013-03-14,16925,5157,413,11616,34111
2013-03-15,21156,4471,574,11045,37246
2013-03-16,21011,1827,215,6619,29672
2013-03-17,22540,578,446,4564,28128
2013-03-18,15740,4764,304,10914,31722
2013-03-19,15481,5209,284,11544,32518
2013-03-20,16411,5301,317,11990,34019
2013-03-21,17015,5170,413,11925,34523
2013-03-22,23166,4587,438,11740,39931
2013-03-23,22694,2023,258,7506,32481
2013-03-24,22574,607,530,4565,28276
2013-03-25,16619,4942,400,11148,33109
2013-03-26,14655,5266,372,11347,31640
2013-03-27,19388,5647,346,12905,38286
2013-03-28,24243,4816,395,12219,41673
2013-03-29,24218,1053,558,5600,31429
2013-03-30,23665,1244,556,6252,31717
2013-03-31,17275,318,370,3209,21172
2013-04-01,27915,688,458,5378,34439
2013-04-02,19609,4747,366,11327,36049
2013-04-03,17287,5382,301,12285,35255
2013-04-04,16948,5530,321,12473,35272
2013-04-05,20388,4706,401,11639,37134
2013-04-06,21197,1588,381,6448,29614
2013-04-07,19959,530,408,3973,24870
2013-04-08,15310,5217,271,11624,32422
2013-04-09,14030,5442,257,11877,31606
2013-04-10,14817,5556,278,11902,32553
2013-04-11,16050,5481,314,12234,34079
2013-04-12,20193,4637,389,11210,36429
2013-04-13,18897,1428,400,5237,25962
2013-04-14,21321,564,473,4066,26424
2013-04-15,16009,5041,346,11494,32890
2013-04-16,14887,5447,298,11929,32561
2013-04-17,15938,5648,329,12442,34357
2013-04-18,16985,5187,325,11729,34226
2013-04-19,20307,4778,413,11514,37012
2013-04-20,17533,1422,349,4712,24016
2013-04-21,18393,600,313,3764,23070
2013-04-22,15318,5059,215,11140,31732
2013-04-23,15475,5583,98,11613,32769
2013-04-24,17126,5612,131,11875,34744
2013-04-25,18487,6187,229,13290,38193
2013-04-26,26772,4777,511,12354,44414
2013-04-27,28420,2209,682,7524,38835
2013-04-28,26130,843,577,4652,32202
2013-04-29,16287,5060,168,11059,32574
2013-04-30,17285,5534,107,12013,34939
2013-05-01,16217,690,215,3078,20200
2013-05-02,16710,5628,153,12052,34543
2013-05-03,20537,5093,127,11454,37211
2013-05-04,19444,1551,136,4909,26040
2013-05-05,22049,601,288,3383,26321
2013-05-06,16512,5219,134,11130,32995
2013-05-07,15787,5753,104,12122,33766
2013-05-08,23558,5818,306,13221,42903
2013-05-09,21886,775,342,3842,26845
2013-05-10,19688,4640,116,10627,35071
2013-05-11,21080,1447,240,4912,27679
2013-05-12,22710,762,283,4523,28278
2013-05-13,18129,5359,100,11734,35322
2013-05-14,15027,5754,180,12243,33204
2013-05-15,16575,5471,194,11506,33746
2013-05-16,18783,5691,169,12424,37067
2013-05-17,24421,5040,198,12816,42475
2013-05-18,24909,1610,382,6205,33106
2013-05-19,17526,467,171,3039,21203
2013-05-20,19495,699,282,4184,24660
2013-05-21,17531,5684,121,12550,35886
2013-05-22,15838,5914,90,12670,34512
2013-05-23,16612,5664,138,12491,34905
2013-05-24,21680,4987,146,11795,38608
2013-05-25,21472,1602,164,5660,28898
2013-05-26,20082,606,129,3305,24122
2013-05-27,17396,5305,135,11450,34286
2013-05-28,15982,5996,213,12790,34981
2013-05-29,19940,5779,166,13042,38927
2013-05-30,19129,896,392,4306,24723
2013-05-31,20846,4990,140,11871,37847
2013-06-01,21941,1563,297,5888,29689
2013-06-02,22669,745,623,4278,28315
2013-06-03,17001,5138,274,11926,34339
2013-06-04,15069,5840,195,11930,33034
2013-06-05,15577,5782,227,11647,33233
2013-06-06,17073,5569,281,11553,34476
2013-06-07,20961,4953,348,10721,36983
2013-06-08,17438,1445,764,5619,25266
2013-06-09,18019,617,671,4139,23446
2013-06-10,16101,5232,282,10112,31727
2013-06-11,14466,5803,203,11692,32164
2013-06-12,16132,5598,271,11417,33418
2013-06-13,18057,5528,351,11593,35529
2013-06-14,20982,4800,299,10584,36665
2013-06-15,19293,1512,650,6041,27496
2013-06-16,20584,696,698,4766,26744
2013-06-17,16579,5250,332,10233,32394
2013-06-18,14670,5592,242,11343,31847
2013-06-19,15980,5693,254,11641,33568
2013-06-20,17883,5206,383,11500,34972
2013-06-21,23023,5112,354,11377,39866
2013-06-22,21957,1536,394,5016,28903
2013-06-23,22881,702,444,3608,27635
2013-06-24,17265,5239,277,11242,34023
2013-06-25,16374,5723,199,12033,34329
2013-06-26,16644,5795,219,12303,34961
2013-06-27,18673,5704,397,12931,37705
2013-06-28,23320,4686,603,11789,40398
2013-06-29,22057,1553,488,5973,30071
2013-06-30,23518,723,681,4594,29516
2013-07-01,17868,5042,497,11564,34971
2013-07-02,15818,5483,455,12018,33774
2013-07-03,17329,5635,426,12384,35774
2013-07-04,20019,5274,530,11976,37799
2013-07-05,25991,4807,753,12159,43710
2013-07-06,25001,1294,749,5719,32763
2013-07-07,27037,727,991,4926,33681
2013-07-08,20062,5036,595,11854,37547
2013-07-09,18045,5457,514,12186,36202
2013-07-10,19500,5519,523,12574,38116
2013-07-11,22256,5512,652,12929,41349
2013-07-12,27731,4928,710,12683,46052
2013-07-13,27230,1204,833,5956,35223
2013-07-14,27400,738,791,4882,33811
2013-07-15,21086,5271,578,12279,39214
2013-07-16,18891,5417,462,12001,36771
2013-07-17,19504,5505,479,12471,37959
2013-07-18,22083,5286,499,12480,40348
2013-07-19,27590,4813,727,12484,45614
2013-07-20,28394,1234,673,6031,36332
2013-07-21,26581,704,800,4868,32953
2013-07-22,21142,4952,516,11706,38316
2013-07-23,18890,5140,500,11582,36112
2013-07-24,20668,5213,511,12069,38461
2013-07-25,23454,5063,550,12319,41386
2013-07-26,28584,4506,671,11840,45601
2013-07-27,27705,1176,649,5953,35483
2013-07-28,27292,701,664,4821,33478
2013-07-29,21840,4703,566,11326,38435
2013-07-30,21005,4967,510,11545,38027
2013-07-31,24741,4792,567,11864,41964
2013-08-01,24283,3951,594,10318,39146
2013-08-02,26427,4057,656,11163,42303
2013-08-03,29631,1128,740,6243,37742
2013-08-04,31398,726,803,5352,38279
2013-08-05,22437,4505,611,11126,38679
2013-08-06,19496,4666,493,10844,35499
2013-08-07,21088,4738,470,11328,37624
2013-08-08,22867,4433,544,11167,39011
2013-08-09,28459,4082,764,10911,44216
2013-08-10,32571,1153,926,6486,41136
2013-08-11,32161,728,873,5562,39324
2013-08-12,22581,4426,577,10763,38347
2013-08-13,20159,4725,478,11148,36510
2013-08-14,23824,4800,721,11627,40972
2013-08-15,24023,1090,771,5314,31198
2013-08-16,27665,4209,846,11638,44358
2013-08-17,30835,1081,908,6307,39131
2013-08-18,31698,643,843,5395,38579
2013-08-19,21457,4441,566,10852,37316
2013-08-20,19112,5050,533,11549,36244
