## location: Mittenwald
## highway: B2
## id: 9274
date,pkw,lkw,mot,various,total
2013-04-07,5751,97,150,829,6827
2013-04-08,4899,267,50,1067,6283
2013-04-09,4310,233,48,952,5543
2013-04-10,4803,284,61,1111,6259
2013-04-11,4431,243,86,997,5757
2013-04-12,5115,256,148,1086,6605
2013-04-13,7106,259,309,1225,8899
2013-04-14,9956,115,265,1386,11722
2013-04-15,6430,278,63,1299,8070
2013-04-16,4941,246,55,1065,6307
2013-04-17,5579,320,72,1269,7240
2013-04-18,5482,297,105,1228,7112
2013-04-19,5931,303,168,1264,7666
2013-04-20,6509,231,283,1117,8140
2013-04-21,7184,135,191,1054,8564
2013-04-22,5282,278,50,1141,6751
2013-04-23,5128,256,57,1109,6550
2013-04-24,5947,321,74,1332,7674
2013-04-25,6124,283,117,1305,7829
2013-04-26,6881,284,200,1379,8744
2013-04-27,7531,253,327,1274,9385
2013-04-28,6704,140,178,1000,8022
2013-04-29,6137,302,57,1299,7795
2013-04-30,5738,258,65,1202,7263
2013-05-01,7378,141,797,1098,9414
2013-05-02,5151,280,265,1177,6873
2013-05-03,5572,292,475,1199,7538
2013-05-04,6996,221,550,1144,8911
2013-05-05,7874,128,863,1156,10021
2013-05-06,5519,320,229,1272,7340
2013-05-07,5235,283,250,1151,6919
2013-05-08,7002,346,275,1481,9104
2013-05-09,8732,149,944,1282,11107
2013-05-10,6150,266,522,1257,8195
2013-05-11,8690,305,682,1458,11135
2013-05-12,7505,162,832,1147,9646
2013-05-13,5702,294,233,1268,7497
2013-05-14,5542,284,264,1195,7285
2013-05-15,6415,364,251,1419,8449
2013-05-16,5599,294,292,1262,7447
2013-05-17,6642,321,565,1405,8933
2013-05-18,10528,278,856,1620,13282
2013-05-19,8452,132,916,1230,10730
2013-05-20,7673,156,844,1161,9834
2013-05-21,5602,286,289,1172,7349
2013-05-22,5453,339,231,1237,7260
2013-05-23,5373,280,287,1202,7142
2013-05-24,5690,293,491,1215,7689
2013-05-25,7266,302,591,1248,9407
2013-05-26,5537,155,603,883,7178
2013-05-27,5565,301,244,1241,7351
2013-05-28,6506,271,336,1285,8398
2013-05-29,6034,311,256,1280,7881
2013-05-30,6776,148,736,1032,8692
2013-05-31,5620,271,483,1175,7549
2013-06-01,8000,248,646,1405,10299
2013-06-02,7426,255,952,1345,9978
2013-06-03,5201,313,214,1213,6941
2013-06-04,4960,280,206,1104,6550
2013-06-05,5550,358,302,1334,7544
2013-06-06,5654,293,483,1072,7502
2013-06-07,6455,301,368,1423,8547
2013-06-08,9975,310,757,1750,12792
2013-06-09,7542,192,953,1262,9949
2013-06-10,5640,301,230,1255,7426
2013-06-11,5369,275,223,1157,7024
2013-06-12,5928,339,319,1374,7960
2013-06-13,5989,290,510,1111,7900
2013-06-14,6420,297,366,1417,8500
2013-06-15,9949,318,751,1761,12779
2013-06-16,9171,213,1164,1513,12061
2013-06-17,6139,299,253,1331,8022
2013-06-18,5820,290,243,1246,7599
2013-06-19,6045,338,325,1393,8101
2013-06-20,5835,305,499,1106,7745
2013-06-21,6845,299,389,1486,9019
2013-06-22,9276,304,698,1644,11922
2013-06-23,8785,181,1116,1437,11519
2013-06-24,5870,286,240,1272,7668
2013-06-25,5549,276,231,1181,7237
2013-06-26,5902,332,316,1365,7915
2013-06-27,5756,284,489,1072,7601
2013-06-28,6705,325,382,1501,8913
2013-06-29,8789,325,663,1603,11380
2013-06-30,8728,191,1106,1431,11456
2013-07-01,6602,306,503,1187,8598
2013-07-02,6553,274,431,1117,8375
2013-07-03,5826,303,320,1044,7493
2013-07-04,5933,278,506,1090,7807
2013-07-05,7321,304,723,1310,9658
2013-07-06,12765,305,1094,1620,15784
2013-07-07,12375,227,1448,1481,15531
2013-07-08,7016,275,531,1189,9011
2013-07-09,6788,284,441,1156,8669
2013-07-10,7096,334,386,1228,9044
2013-07-11,6414,294,553,1165,8426
2013-07-12,7690,313,759,1375,10137
2013-07-13,12772,301,1095,1614,15782
2013-07-14,13173,229,1545,1564,16511
2013-07-15,7197,296,547,1244,9284
2013-07-16,7249,307,471,1248,9275
2013-07-17,7571,351,410,1305,9637
2013-07-18,6841,309,587,1241,8978
2013-07-19,7685,300,763,1348,10096
2013-07-20,12542,298,1075,1592,15507
2013-07-21,12498,210,1470,1477,15655
2013-07-22,7577,298,575,1292,9742
2013-07-23,7047,266,460,1170,8943
2013-07-24,7152,329,388,1226,9095
2013-07-25,7177,286,613,1250,9326
2013-07-26,8010,302,794,1396,10502
2013-07-27,12150,306,1042,1558,15056
2013-07-28,10695,247,1250,1336,13528
2013-07-29,6705,283,509,1163,8660
2013-07-30,6966,268,453,1163,8850
2013-07-31,7473,313,432,1229,9447
2013-08-01,7717,301,548,1367,9933
2013-08-02,8997,300,708,1558,11563
2013-08-03,12520,215,735,1501,14971
2013-08-04,10533,167,843,1372,12915
2013-08-05,7656,282,533,1310,9781
2013-08-06,7372,303,386,1319,9380
2013-08-07,7870,333,428,1379,10010
2013-08-08,7950,335,400,1450,10135
2013-08-09,8902,289,289,1536,11016
2013-08-10,12378,186,751,1561,14876
2013-08-11,11687,144,1154,1497,14482
2013-08-12,8172,303,549,1385,10409
2013-08-13,8326,310,288,1401,10325
2013-08-14,9275,313,610,1606,11804
2013-08-15,10740,154,1467,1402,13763
2013-08-16,10772,243,979,1598,13592
2013-08-17,13347,177,1091,1683,16298
2013-08-18,12267,154,1268,1794,15483
2013-08-19,8104,271,260,1478,10113
2013-08-20,7840,285,380,1316,9821
2013-08-21,8338,296,621,1384,10639
2013-08-22,8992,275,666,1481,11414
2013-08-23,10323,338,647,1917,13225
2013-08-24,14584,219,805,1926,17534
2013-08-25,10603,187,337,1553,12680
2013-08-26,7243,289,267,1372,9171
2013-08-27,6889,265,192,1249,8595
2013-08-28,7272,317,161,1322,9072
2013-08-29,8123,300,548,1417,10388
2013-08-30,10228,234,765,1629,12856
2013-08-31,14509,192,1013,1817,17531
2013-09-01,12011,175,522,1598,14306
2013-09-02,7688,264,423,1342,9717
2013-09-03,7600,248,486,1231,9565
2013-09-04,8346,271,690,1317,10624
2013-09-05,8732,282,781,1542,11337
2013-09-06,10600,265,934,1710,13509
2013-09-07,14418,236,1110,1874,17638
2013-09-08,13892,219,1143,2034,17288
2013-09-09,7685,281,319,1503,9788
2013-09-10,7192,278,192,1422,9084
2013-09-11,6817,343,239,1342,8741
2013-09-12,6763,287,239,1182,8471
2013-09-13,8025,281,425,1423,10154
2013-09-14,10939,235,429,1477,13080
2013-09-15,10439,208,499,1508,12654
2013-09-16,6627,265,184,1208,8284
2013-09-17,5908,256,152,1084,7400
2013-09-18,6215,300,151,1226,7892
2013-09-19,6578,297,229,1335,8439
2013-09-20,8667,305,460,1488,10920
2013-09-21,10058,188,528,1295,12069
2013-09-22,10519,185,855,1452,13011
2013-09-23,6860,288,380,1306,8834
2013-09-24,7315,267,545,1260,9387
2013-09-25,7736,293,610,1307,9946
2013-09-26,7253,317,216,1354,9140
2013-09-27,7940,303,268,1513,10024
2013-09-28,9899,230,612,1441,12182
2013-09-29,9682,208,378,1441,11709
2013-09-30,6661,291,121,1336,8409
2013-10-01,6274,285,117,1202,7878
2013-10-02,7943,315,333,1650,10241
2013-10-03,13912,192,1043,1794,16941
2013-10-04,9124,292,387,1588,11391
2013-10-05,9431,210,393,1488,11522
2013-10-06,11174,220,375,1638,13407
2013-10-07,5945,268,119,1186,7518
2013-10-08,5228,272,125,1062,6687
2013-10-09,5408,319,58,1151,6936
2013-10-10,5247,277,30,1055,6609
2013-10-11,4047,201,10,795,5053
2013-10-12,6440,183,39,926,7588
2013-10-13,7164,144,75,907,8290
2013-10-14,5040,263,57,1063,6423
2013-10-15,4655,228,44,965,5892
2013-10-16,4537,291,18,1010,5856
2013-10-17,5328,226,56,998,6608
2013-10-18,6816,279,182,1163,8440
2013-10-19,7839,184,414,1058,9495
2013-10-20,7684,161,482,979,9306
2013-10-21,4916,255,93,1008,6272
2013-10-22,4742,220,213,874,6049
2013-10-23,4580,242,18,919,5759
2013-10-24,5138,275,99,990,6502
2013-10-25,6797,246,237,1220,8500
2013-10-26,9088,144,440,1238,10910
2013-10-27,7679,123,333,1024,9159
2013-10-28,5424,200,152,946,6722
2013-10-29,4686,195,9,946,5836
2013-10-30,5531,233,8,1034,6806
2013-10-31,7526,203,78,1279,9086
2013-11-01,6243,63,60,788,7154
2013-11-02,7447,107,40,988,8582
2013-11-03,6961,83,7,975,8026
2013-11-04,4307,200,10,796,5313
2013-11-05,3575,223,4,795,4597
2013-11-06,3480,218,4,767,4469
2013-11-07,4244,244,9,889,5386
2013-11-08,5354,212,65,900,6531
2013-11-09,4653,96,1,614,5364
2013-11-10,4231,57,6,525,4819
2013-11-11,3325,189,3,738,4255
2013-11-12,3693,174,9,698,4574
2013-11-13,3443,244,2,774,4463
2013-11-14,3431,181,3,700,4315
2013-11-15,4380,154,0,767,5301
2013-11-16,5381,86,0,545,6012
2013-11-17,5467,52,3,584,6106
2013-11-18,3901,205,9,741,4856
2013-11-19,3469,219,6,765,4459
2013-11-20,3396,193,0,732,4321
2013-11-21,3463,180,5,720,4368
2013-11-22,4653,188,4,829,5674
2013-11-23,4188,76,0,529,4793
2013-11-24,3542,47,0,487,4076
2013-11-25,3270,194,0,704,4168
2013-11-26,2900,177,0,635,3712
2013-11-27,3467,191,1,762,4421
2013-11-28,3589,208,4,814,4615
2013-11-29,5218,193,0,867,6278
2013-11-30,4562,111,1,641,5315
2013-12-01,5803,99,2,718,6622
2013-12-02,3944,180,0,714,4838
2013-12-03,3843,225,0,781,4849
2013-12-04,4188,227,3,806,5224
2013-12-05,4160,204,1,813,5178
2013-12-06,4124,184,0,842,5150
2013-12-07,4861,127,4,739,5731
2013-12-08,5685,73,1,657,6416
2013-12-09,3934,191,0,807,4932
2013-12-10,3998,226,3,810,5037
2013-12-11,4327,255,1,890,5473
2013-12-12,4371,191,0,804,5366
2013-12-13,6070,259,0,990,7319
2013-12-14,6596,161,2,817,7576
2013-12-15,6667,118,6,768,7559
2013-12-16,4510,212,3,855,5580
2013-12-17,4569,234,4,870,5677
2013-12-18,4683,281,0,935,5899
2013-12-19,4657,196,0,786,5639
2013-12-20,5606,203,0,968,6777
2013-12-21,7881,174,1,1100,9156
2013-12-22,6141,80,2,709,6932
2013-12-23,6131,161,2,841,7135
2013-12-24,3699,73,4,481,4257
2013-12-25,4136,53,1,412,4602
2013-12-26,5384,92,0,730,6206
2013-12-27,8175,169,1,1084,9429
2013-12-28,12503,149,4,1619,14275
2013-12-29,6609,102,0,933,7644
2013-12-30,10015,168,0,1237,11420
2013-12-31,6333,93,0,684,7110
2014-01-01,6293,66,1,719,7079
2014-01-02,9690,240,0,1423,11353
2014-01-03,9720,160,4,1258,11142
2014-01-04,11296,183,2,1653,13134
2014-01-05,6657,102,0,947,7706
2014-01-06,8456,104,0,1052,9612
2014-01-07,5104,190,2,815,6111
2014-01-08,4711,201,2,848,5762
2014-01-09,4776,252,1,969,5998
2014-01-10,5258,197,1,939,6395
2014-01-11,7616,248,7,1288,9159
2014-01-12,6967,104,2,852,7925
2014-01-13,4284,202,3,862,5351
2014-01-14,3511,217,0,785,4513
2014-01-15,3797,246,0,871,4914
2014-01-16,4252,203,2,843,5300
2014-01-17,5473,224,2,974,6673
2014-01-18,8356,201,0,1069,9626
2014-01-19,7210,116,8,824,8158
2014-01-20,4410,238,0,844,5492
2014-01-21,3639,203,0,733,4575
2014-01-22,4771,250,0,925,5946
2014-01-23,4402,243,1,887,5533
2014-01-24,5049,228,2,950,6229
2014-01-25,9305,259,0,1247,10811
2014-01-26,5580,113,0,783,6476
2014-01-27,3609,201,0,755,4565
2014-01-28,3770,220,0,765,4755
2014-01-29,4703,207,0,756,5666
2014-01-30,4479,230,2,908,5619
2014-01-31,6253,207,4,967,7431
2014-02-01,11394,220,11,1484,13109
2014-02-02,5859,110,8,711,6688
2014-02-03,4513,202,0,822,5537
2014-02-04,4548,203,4,775,5530
2014-02-05,4711,248,0,893,5852
2014-02-06,5439,239,7,937,6622
2014-02-07,6404,199,5,967,7575
2014-02-08,10514,246,5,1364,12129
2014-02-09,6448,81,1,758,7288
2014-02-10,4316,209,0,816,5341
2014-02-11,4313,211,2,780,5306
2014-02-12,4784,230,0,871,5885
2014-02-13,4951,211,1,810,5973
2014-02-14,6823,225,1,1068,8117
2014-02-15,13595,238,17,1723,15573
2014-02-16,6951,82,0,850,7883
2014-02-17,4634,222,1,876,5733
2014-02-18,5040,216,0,874,6130
2014-02-19,4712,247,0,881,5840
2014-02-20,5692,247,7,949,6895
2014-02-21,6812,209,4,1036,8061
2014-02-22,13759,309,0,1821,15889
2014-02-23,10705,116,10,1141,11972
2014-02-24,5736,245,4,932,6917
2014-02-25,5497,244,9,953,6703
2014-02-26,5327,252,7,952,6538
2014-02-27,5155,219,5,874,6253
2014-02-28,8163,226,11,1279,9679
2014-03-01,15777,264,12,2138,18191
2014-03-02,8380,87,3,1023,9493
2014-03-03,6254,216,3,1011,7484
2014-03-04,5883,218,0,1090,7191
2014-03-05,6751,242,0,1105,8098
2014-03-06,6816,250,3,1194,8263
2014-03-07,9606,238,23,1469,11336
2014-03-08,16053,239,60,1997,18349
2014-03-09,11694,114,102,1372,13282
2014-03-10,5244,227,31,932,6434
2014-03-11,5056,254,29,921,6260
2014-03-12,5321,272,45,1051,6689
2014-03-13,5764,238,59,972,7033
2014-03-14,7544,268,73,1218,9103
2014-03-15,10819,196,13,1470,12498
2014-03-16,7773,109,7,1011,8900
2014-03-17,4804,227,48,901,5980
2014-03-18,4544,211,50,810,5615
2014-03-19,4807,281,19,962,6069
2014-03-20,5045,263,110,985,6403
2014-03-21,6555,220,125,1070,7970
2014-03-22,8775,169,93,1189,10226
2014-03-23,5199,110,3,703,6015
2014-03-24,3603,204,0,738,4545
2014-03-25,3944,205,1,785,4935
2014-03-26,4275,250,3,917,5445
2014-03-27,4885,219,19,883,6006
2014-03-28,6509,216,68,1123,7916
2014-03-29,7929,141,214,1114,9398
2014-03-30,7727,95,323,950,9095
2014-03-31,4678,176,71,811,5736
2014-04-01,4033,240,142,908,5323
2014-04-02,4241,262,141,916,5560
2014-04-03,4374,242,85,898,5599
2014-04-04,5386,202,113,1059,6760
2014-04-05,5747,149,101,820,6817
2014-04-06,5342,90,80,740,6252
2014-04-07,4132,228,202,908,5470
2014-04-08,3798,223,24,864,4909
2014-04-09,3830,280,50,928,5088
2014-04-10,4404,234,31,961,5630
2014-04-11,5790,270,170,1297,7527
2014-04-12,7263,191,114,1203,8771
2014-04-13,5940,108,102,967,7117
2014-04-14,5044,234,98,1018,6394
2014-04-15,4369,252,15,1013,5649
2014-04-16,5513,311,70,1242,7136
2014-04-17,8993,305,226,1907,11431
2014-04-18,9697,128,190,1393,11408
2014-04-19,7549,130,111,1169,8959
2014-04-20,6107,68,262,861,7298
2014-04-21,9399,151,277,1571,11398
2014-04-22,6617,271,98,1330,8316
2014-04-23,5250,244,170,1084,6748
2014-04-24,5747,246,255,1205,7453
2014-04-25,7406,242,443,1529,9620
2014-04-26,8077,168,259,1343,9847
2014-04-27,5980,124,105,1038,7247
2014-04-28,4245,248,50,995,5538
2014-04-29,4162,248,63,958,5431
2014-04-30,5972,282,130,1237,7621
2014-05-01,6503,101,586,899,8089
2014-05-02,6493,210,156,1063,7922
2014-05-03,6124,136,134,835,7229
2014-05-04,8131,137,549,1224,10041
2014-05-05,4799,221,241,1018,6279
2014-05-06,4272,243,276,921,5712
2014-05-07,4050,248,36,942,5276
2014-05-08,4729,248,215,1044,6236
2014-05-09,5800,269,159,1109,7337
2014-05-10,6712,149,528,873,8262
2014-05-11,5662,139,139,821,6761
2014-05-12,4381,239,133,884,5637
2014-05-13,4000,228,59,943,5230
2014-05-14,4070,301,56,974,5401
2014-05-15,4647,264,104,1043,6058
2014-05-16,5689,259,173,1098,7219
2014-05-17,6635,152,200,936,7923
2014-05-18,7059,133,527,993,8712
2014-05-19,4773,251,329,984,6337
2014-05-20,4565,234,405,945,6149
2014-05-21,6519,545,557,1854,9475
2014-05-22,5011,301,462,1211,6985
2014-05-23,6406,221,418,1285,8330
2014-05-24,8201,182,911,1162,10456
2014-05-25,8043,133,1379,1092,10647
2014-05-26,5091,281,306,1092,6770
2014-05-27,4622,251,138,1027,6038
2014-05-28,6562,330,485,1516,8893
2014-05-29,7743,120,1468,1104,10435
2014-05-30,7423,267,685,1241,9616
2014-05-31,8705,189,1225,1190,11309
2014-06-01,10305,155,1908,1552,13920
2014-06-02,5845,230,460,1133,7668
2014-06-03,4946,263,226,1083,6518
2014-06-04,4969,281,262,1119,6631
2014-06-05,5825,322,353,1394,7894
2014-06-06,9608,344,927,2279,13158
2014-06-07,12754,240,1266,1938,16198
2014-06-08,10332,148,1501,1428,13409
2014-06-09,9387,153,1539,1422,12501
2014-06-10,6700,315,503,1352,8870
2014-06-11,5905,286,386,1206,7783
2014-06-12,6529,320,491,1387,8727
2014-06-13,8023,302,534,1527,10386
2014-06-14,11546,247,709,1699,14201
2014-06-15,10122,171,1046,1456,12795
2014-06-16,6083,292,479,1204,8058
2014-06-17,6370,291,399,1271,8331
2014-06-18,8139,354,756,1715,10964
2014-06-19,9805,172,1746,1512,13235
2014-06-20,10151,310,596,2007,13064
2014-06-21,12728,229,1476,1942,16375
2014-06-22,13676,237,2113,2149,18175
2014-06-23,6027,270,575,1221,8093
2014-06-24,5125,260,239,1037,6661
2014-06-25,5402,321,372,1179,7274
2014-06-26,5724,289,695,1185,7893
2014-06-27,7095,314,685,1333,9427
2014-06-28,9087,231,954,1268,11540
2014-06-29,7347,192,656,1173,9368
2014-06-30,5816,267,343,1099,7525
2014-07-01,5307,279,417,1082,7085
2014-07-02,5516,332,223,1204,7275
2014-07-03,6284,289,915,1146,8634
2014-07-04,7460,257,1904,1309,10930
2014-07-05,8580,208,2620,1207,12615
2014-07-06,9617,173,2540,1276,13606
2014-07-07,5798,277,557,1131,7763
2014-07-08,5251,268,211,1110,6840
2014-07-09,5261,320,151,1150,6882
2014-07-10,5739,279,315,1096,7429
2014-07-11,7023,254,454,1232,8963
2014-07-12,8482,165,408,1074,10129
2014-07-13,7482,134,496,983,9095
2014-07-14,6007,260,299,1139,7705
2014-07-15,5683,312,302,1202,7499
2014-07-16,6200,293,594,1198,8285
2014-07-17,6639,272,594,1257,8762
2014-07-18,8440,272,886,1408,11006
2014-07-19,11206,193,961,1392,13752
2014-07-20,9528,160,1032,1313,12033
2014-07-21,6298,339,202,1311,8150
2014-07-22,6086,309,125,1180,7700
2014-07-23,6036,380,280,1218,7914
2014-07-24,6810,317,361,1309,8797
2014-07-25,7697,345,683,1362,10087
2014-07-26,10016,226,431,1437,12110
2014-07-27,8440,160,437,1177,10214
2014-07-28,6296,335,294,1248,8173
2014-07-29,6356,282,193,1198,8029
2014-07-30,6343,335,127,1271,8076
2014-07-31,6977,324,167,1353,8821
2014-08-01,8942,322,553,1567,11384
2014-08-02,12295,176,728,1576,14775
2014-08-03,9654,155,567,1350,11726
2014-08-04,7733,293,395,1352,9773
2014-08-05,7229,332,220,1383,9164
2014-08-06,7754,380,542,1490,10166
2014-08-07,7721,296,415,1387,9819
2014-08-08,9899,287,886,1593,12665
2014-08-09,12467,198,556,1611,14832
2014-08-10,11239,160,1006,1413,13818
2014-08-11,7990,249,194,1418,9851
2014-08-12,7674,265,254,1325,9518
2014-08-13,8104,263,153,1372,9892
2014-08-14,9840,245,450,1634,12169
2014-08-15,9774,141,566,1499,11980
2014-08-16,13017,144,384,1608,15153
2014-08-17,12993,165,1392,1707,16257
2014-08-18,8817,263,652,1538,11270
2014-08-19,7752,258,301,1482,9793
2014-08-20,7803,270,200,1370,9643
2014-08-21,7616,243,358,1355,9572
2014-08-22,9181,269,604,1674,11728
2014-08-23,13585,216,437,1918,16156
2014-08-24,11374,175,513,1631,13693
2014-08-25,8657,287,609,1523,11076
2014-08-26,7794,256,158,1344,9552
2014-08-27,8244,306,223,1451,10224
2014-08-28,9299,254,764,1506,11823
2014-08-29,10982,312,713,1930,13937
2014-08-30,15231,216,497,1929,17873
2014-08-31,12474,194,446,1807,14921
2014-09-01,8268,278,263,1538,10347
2014-09-02,7637,272,295,1350,9554
2014-09-03,7972,302,340,1475,10089
2014-09-04,8128,257,506,1491,10382
2014-09-05,9880,330,553,1757,12520
2014-09-06,13414,237,655,1710,16016
2014-09-07,12437,219,994,1790,15440
2014-09-08,7663,297,538,1348,9846
2014-09-09,7040,299,322,1301,8962
2014-09-10,7233,323,256,1485,9297
2014-09-11,7560,307,271,1591,9729
2014-09-12,9255,322,374,1813,11764
2014-09-13,11639,267,422,1746,14074
2014-09-14,12226,220,571,1763,14780
2014-09-15,6910,295,393,1341,8939
2014-09-16,6100,311,435,1294,8140
2014-09-17,6845,354,600,1407,9206
2014-09-18,7044,336,573,1370,9323
2014-09-19,8174,340,679,1592,10785
2014-09-20,10033,278,590,1537,12438
2014-09-21,9245,227,570,1378,11420
2014-09-22,6257,292,209,1226,7984
2014-09-23,6003,308,262,1189,7762
2014-09-24,6416,356,324,1356,8452
2014-09-25,6486,293,204,1285,8268
2014-09-26,7817,364,439,1593,10213
2014-09-27,10192,231,766,1399,12588
2014-09-28,11450,235,1106,1650,14441
2014-09-29,6497,265,484,1219,8465
2014-09-30,5997,308,217,1171,7693
2014-10-01,6086,320,131,1320,7857
2014-10-02,8856,358,431,1876,11521
2014-10-03,13481,228,1130,1876,16715
2014-10-04,10553,271,774,1579,13177
2014-10-05,12589,280,1044,2067,15980
2014-10-06,6609,324,259,1341,8533
2014-10-07,5837,300,163,1195,7495
2014-10-08,5780,379,170,1296,7625
2014-10-09,6474,279,474,1211,8438
2014-10-10,7536,282,444,1359,9621
2014-10-11,7936,219,292,1180,9627
2014-10-12,8932,183,697,1153,10965
2014-10-13,5186,260,68,1061,6575
2014-10-14,4703,260,106,989,6058
2014-10-15,4851,309,74,1058,6292
2014-10-16,5114,259,77,1090,6540
2014-10-17,6381,272,99,1199,7951
2014-10-18,7762,202,441,1137,9542
2014-10-19,9186,151,833,1133,11303
2014-10-20,5402,264,215,1088,6969
2014-10-21,4529,225,34,936,5724
2014-10-22,3574,278,9,912,4773
2014-10-23,3539,197,2,831,4569
2014-10-24,6432,228,50,1194,7904
2014-10-25,7536,179,48,1131,8894
2014-10-26,7058,120,58,1017,8253
2014-10-27,5464,216,33,1030,6743
2014-10-28,5455,221,46,1017,6739
2014-10-29,6057,256,71,1070,7454
2014-10-30,5937,233,20,1163,7353
2014-10-31,7109,208,87,1227,8631
2014-11-01,6175,95,80,888,7238
2014-11-02,7537,88,153,941,8719
2014-11-03,4356,233,57,862,5508
2014-11-04,3891,235,47,856,5029
2014-11-05,3731,268,7,932,4938
2014-11-06,3383,208,1,854,4446
2014-11-07,5174,211,4,936,6325
2014-11-08,5628,119,9,721,6477
2014-11-09,5628,110,30,711,6479
2014-11-10,3770,224,14,803,4811
2014-11-11,3613,252,37,851,4753
2014-11-12,3514,202,20,777,4513
2014-11-13,3630,198,11,813,4652
2014-11-14,4999,204,35,947,6185
2014-11-15,5467,113,17,700,6297
2014-11-16,4191,56,4,566,4817
2014-11-17,3628,205,12,778,4623
2014-11-18,3009,208,2,747,3966
2014-11-19,3672,233,0,842,4747
2014-11-20,4075,223,5,885,5188
2014-11-21,4872,197,7,955,6031
2014-11-22,5453,118,17,731,6319
2014-11-23,5817,71,14,656,6558
2014-11-24,3668,219,14,795,4696
2014-11-25,3436,225,6,799,4466
2014-11-26,3678,267,6,919,4870
2014-11-27,4049,229,13,853,5144
2014-11-28,5281,215,12,976,6484
2014-11-29,6126,124,19,814,7083
2014-11-30,5037,73,10,652,5772
2014-12-01,3757,214,0,793,4764
2014-12-02,3413,222,0,788,4423
2014-12-03,3671,261,5,872,4809
2014-12-04,4035,242,2,866,5145
2014-12-05,5422,233,4,955,6614
2014-12-06,5701,159,7,822,6689
2014-12-07,4775,89,3,625,5492
2014-12-08,4720,138,4,679,5541
2014-12-09,3682,210,0,814,4706
2014-12-10,4097,246,0,924,5267
2014-12-11,4058,283,1,998,5340
2014-12-12,6051,279,4,1069,7403
2014-12-13,6662,172,1,902,7737
2014-12-14,6183,87,5,767,7042
2014-12-15,4418,222,3,829,5472
2014-12-16,3864,228,1,883,4976
2014-12-17,4261,252,1,954,5468
2014-12-18,4472,269,1,946,5688
2014-12-19,6134,252,7,1152,7545
2014-12-20,8066,163,5,1165,9399
2014-12-21,6529,112,1,809,7451
2014-12-22,6197,203,2,970,7372
2014-12-23,6256,169,1,966,7392
2014-12-24,3867,77,0,461,4405
2014-12-25,3747,74,0,432,4253
2014-12-26,4744,111,0,698,5553
2014-12-27,9310,159,0,1387,10856
2014-12-28,5590,92,3,759,6444
2014-12-29,5217,153,0,824,6194
2014-12-30,4633,127,0,694,5454
2014-12-31,3718,114,0,546,4378
2015-01-01,5203,98,0,706,6007
2015-01-02,9817,188,0,1363,11368
2015-01-03,11933,189,0,1789,13911
2015-01-04,5995,104,0,941,7040
2015-01-05,7153,158,0,1000,8311
2015-01-06,7430,111,2,910,8453
2015-01-07,4769,188,1,773,5731
2015-01-08,4372,193,0,813,5378
2015-01-09,5111,198,1,938,6248
2015-01-10,7190,210,13,1164,8577
2015-01-11,4215,115,0,623,4953
2015-01-12,3709,175,0,715,4599
2015-01-13,4372,199,2,850,5423
2015-01-14,3569,244,0,839,4652
2015-01-15,4210,236,0,820,5266
2015-01-16,5824,241,2,926,6993
2015-01-17,6520,180,0,1017,7717
2015-01-18,6568,126,0,833,7527
2015-01-19,4301,220,1,815,5337
2015-01-20,3977,220,0,779,4976
2015-01-21,4644,290,2,972,5908
2015-01-22,4576,210,2,866,5654
2015-01-23,5373,219,1,972,6565
2015-01-24,8732,195,2,1169,10098
2015-01-25,5564,140,0,777,6481
2015-01-26,4361,230,1,842,5434
2015-01-27,3016,212,0,713,3941
2015-01-28,4140,244,0,838,5222
2015-01-29,3899,231,3,831,4964
2015-01-30,5504,242,2,954,6702
2015-01-31,12189,178,2,1524,13893
2015-02-01,7010,118,12,890,8030
2015-02-02,3562,195,1,694,4452
2015-02-03,4354,217,1,831,5403
2015-02-04,4360,221,0,843,5424
2015-02-05,4420,224,1,818,5463
2015-02-06,5855,226,3,1002,7086
2015-02-07,12501,261,0,1673,14435
2015-02-08,6526,139,0,927,7592
2015-02-09,3563,177,0,721,4461
2015-02-10,4544,204,2,801,5551
2015-02-11,5038,248,0,884,6170
2015-02-12,5127,211,0,902,6240
2015-02-13,7774,215,7,1255,9251
2015-02-14,15733,229,0,2099,18061
2015-02-15,8381,119,3,1041,9544
2015-02-16,5894,198,2,946,7040
2015-02-17,5965,203,1,1079,7248
2015-02-18,6681,281,3,1277,8242
2015-02-19,6790,235,1,1176,8202
2015-02-20,8895,230,4,1504,10633
2015-02-21,15869,259,2,2220,18350
2015-02-22,7934,153,1,1201,9289
2015-02-23,4777,200,2,800,5779
2015-02-24,3881,218,1,833,4933
2015-02-25,4278,254,0,939,5471
2015-02-26,5729,214,2,908,6853
2015-02-27,7012,242,2,1124,8380
2015-02-28,13762,265,0,1805,15832
2015-03-01,8651,151,0,1036,9838
2015-03-02,4208,216,0,856,5280
2015-03-03,4623,214,1,788,5626
2015-03-04,4173,250,1,887,5311
2015-03-05,4065,213,0,854,5132
2015-03-06,7227,265,0,1114,8606
2015-03-07,12347,203,12,1477,14039
2015-03-08,10056,155,26,1174,11411
2015-03-09,5166,235,13,938,6352
2015-03-10,5083,211,10,855,6159
2015-03-11,4368,234,10,887,5499
2015-03-12,5044,206,9,903,6162
2015-03-13,7188,233,18,1195,8634
2015-03-14,10536,198,6,1292,12032
2015-03-15,9130,125,22,1076,10353
2015-03-16,4619,283,16,1021,5939
